Sector,Company,State,City,Neighborhood,Address,Complement,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid
AGRICULTURA,SKYDRONES TECNOLOGIA AVIÔNICA S. A.,RIO GRANDE DO SUL,PORTO ALEGRE,SÃO JOÃO,RUA MARQUÊS DE ALEGRETE 103,,91020-030,UFL RAINER BOGDAWA,(51)99595-0550,contato@skydrones.com.br,http://www.skydrones.com.br,Não
AGRICULTURA,SM TANQUE LTDA. - EPP,PERNAMBUCO,ARARIPINA,ZONA URBANA,RODOVIA BR 316 S/Nº,KM.26,56280-000,ROGERO MOREIRA LOPES,(87)3873-1177,faleconosco@smtanques.com.br,http://www.smtanques.com.br,Não
AGRICULTURA,SOARES INDUSTRIAL LTDA.,SANTA CATARINA,XANXERÊ,LINHA SÃO SEBASTIÃO,RUA A - DISTRITO INDUSTRIAL PEDRO BORTOLUZZI S/Nº,,89820-000,DANIEL CUSTÓDIO,(49)3382-3600,comercial@equitecind.com.br,http://www.equitecind.com.br,Não
AGRICULTURA,SODER & CIA LTDA.-EPP,RIO GRANDE DO SUL,NÃO-ME-TOQUE,CENTRO,RUA CALDAS JÚNIOR 253,,99470-000,EMERSON LUIZ SODER,(54)3331-5633,soder@soder.com.br,http://www.soder.com.br,Não
AGRICULTURA,SODERTECNO INDÚSTRIA E COMÉRCIO DE MÁQS. E IMPLEMENTOS AGRÍCOLAS LTDA.,RIO GRANDE DO SUL,CARAZINHO,CENTRO,AVENIDA FLORES DA CUNHA 6111,,99500-000,EMERSON LUIZ SODER,(54)3331-5633,sodertecno@sodertecno.com.br,http://www.sodertecno.com.br,Não
AGRICULTURA,SOLAR INOVE INDUSTRIAL LTDA,SANTA CATARINA,TUBARÃO,SÃO MARTINHO,RUA JOSÉ ALVES DOS SANTOS PASSOS 3064,ACREF,88708-701,SCHEILA RODRIGUES MARTINS RONCHI,(48)3628-0258,comercial@turboferro.com.br,http://www.turboferro.com.br,Não
AGRICULTURA,SOLUMONT INDÚSTRIA E COMÉRCIO AGRÍCOLA LTDA. EPP,RIO GRANDE DO SUL,NOVA PRATA,BASALTO,RUA ILÁRIO LUIZ PERUZZO 499,,95320-000,BERNARDO FRATA RIGO,(54)99659-2528,vendas@solumont.com.br,https://www.facebook.com/solumontbrasil/,Não
AGRICULTURA,SOUZA INOX LTDA. ME,MINAS GERAIS,TRÊS CORAÇÕES,REAL PASSAGEM,AVENIDA DEPUTADO RENATO AZEREDO 3805,,37418-030,CLEMILSON DE SOUZA,(35)3235-1668,souzainox2005@hotmail.com,http://www.souzainox.com.br,Não
AGRICULTURA,SPÉZIA METAL AGRÍCOLA LTDA.,SANTA CATARINA,MASSARANDUBA,GUARANI-MIRIM,RUA THOMAS RADWANSKI 986,,89108-000,JULIANO SPÉZAI,(47)3379-1042,compras@speziama.com.br,http://www.speziama.com.br,Não
AGRICULTURA,"SPINOX INDÚSTRIA E COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE AÇO LTDA.ME",SÃO PAULO,SÃO BERNARDO DO CAMPO,JARDIM BRASÍLIA,AVENIDA MOINHO FABRINI 1296,,09862-901,PAULO J. DIEBE,(11)3995-4499,comercial@spinox.com.br,http://www.spinox.com.br,Não
AGRICULTURA,SR IMPLEMENTOS E MÁQUINAS AGRÍCOLAS LTDA.-ME,SÃO PAULO,MATÃO,NOVA CIDADE,RUA CARLOS GALLI 332,,15991-523,MAURICIO MANTOANI,(16)3382-2422,vendas01@srimplementos.com.br,http://www.srimplementos.com.br/,Não
AGRICULTURA,STA INDÚSTRIA LTDA,GOIÁS,GOIÂNIA,CHÁCARAS RETIRO,RODOVIA BR-153 S/Nº,QUADRACH LOTE 18/19 GALPÃO 2,74620-425,NILSON RODRIGUES PEREIRA DE MELO,(62)3997-1540,contato@gruposta.com.br,http://www.stagrupo.com.br,Não
AGRICULTURA,STABRA INDÚSTRIA E COMÉRCIO LTDA.,SÃO PAULO,HOLAMBRA,ALEGRE,RODOVIA SP 107 S/Nº,"KM 35,5 - CAIXA POSTAL 131",13825-000,CORNÉLIA W. F. STAPELBROEK SALVADOR,(19)3802-1131,stabra@stabra.com.br,http://www.stabra.com.br,Não
AGRICULTURA,STAPELBROEK & CIA LTDA.,RIO GRANDE DO SUL,NÃO-ME-TOQUE,VIAL,RUA EMÍLIO FAVARETTO 625,,99470-000,FERNANDO STAPELBROEK,(54)3332-1825,vendas@stahar.com.br,http://www.stahar.com.br,Não
AGRICULTURA,STEVANELLI & ANDRADE LTDA. ME.,PARANÁ,MARIALVA,PARQUE INDUSTRIAL I,RUA JOINVILE 84,,86990-000,ANDREIA DE ANDRADE BRAGA,(44)3232-3044,andrade@carroceria.com.br,http://www.carroceriasandrade.com.br,Não
AGRICULTURA,STRONG INDÚSTRIA E COMÉRCIO DE AÇOS LTDA.-ME,SANTA CATARINA,HERVAL D'OESTE,INTERIOR,RODOVIA BR 282 S/Nº,KM 372,89610-000,HENRIQUE PADILHA RAMOS,(49)3542-1691,strongimplementos@hotmail.com,http://www.strongimplementos.com.br,Não
AGRICULTURA,STU - INDÚSTRIA DE COMPONENTES E PEÇAS LTDA.,SÃO PAULO,PIRACICABA,HIGIENÓPOLIS,RUA GUAPORÉ 450,,13417-290,FERNANDA FAGANELLO,(19)3426-5566,diretoria@stucardans.com.br,http://www.stucardans.com.br,Não
AGRICULTURA,SUL BRASIL MONTAGENS DE ESTUFAS AGRÍCOLAS LTDA - ME,SÃO PAULO,ARTUR NOGUEIRA,JARDIM AGOSTINHO DALAMO,RUA JOSÉ AMARO RODRIGUES 81,,13160-000,SILVANA SILVA VERGINIO,(19)3827-2349,comercial@sulbrasilestufas.com.br,http://www.sulbrasilestufas.com.br,Não
AGRICULTURA,SUPER STEEL EQUIPAMENTOS LTDA-ME,SÃO PAULO,ATIBAIA,PONTE,ESTRADA PAULO FERNANDO GERIBELLO CATTA PRETA 360,,12944-480,FERNANDA MARTINS MACIEL,(11)4416-3476,comercial@supersteelmaquinas.com.br,http://www.supersteelmaquinas.com.br,Não
AGRICULTURA,SUPEROHM IMPORTAÇÃO E EXPORTAÇÃO DE EQUIPAMENTOS CIENTÍFICOS LTDA.-EPP,SÃO PAULO,PIRACICABA,ALGODOAL,RUA VITÓRIO LAERTE FURLAN 877,,13405-430,TALITA APARECIDA PESSOTTI LEITE,(19)3421-2234,contato@superohm.com.br,http://www.superohm.com.br,Não
AGRICULTURA,SUTIL EQUIPAMENTOS S/A,SANTA CATARINA,CORDILHEIRA ALTA,INTERIOR,RUA CAMPINA DO GREGORIO S/Nº,,89819-000,LEANDRO SUTIL,(49)8409-3393,sutil@sutilmaquinas.com.br,http://www.sutilmaquinas.com.br,Não
AGRICULTURA,TABA CARROCERIAS E CARRETAS LTDA - EPP,PARANÁ,MARINGÁ,PARQUE INDUSTRIAL,RODOVIA PR 323,KM 02,87065-160,PAULO HEREK,(44)3266-2277,contato@taba.com.br,http://www.tabacarrocerias.com.br,Não
AGRICULTURA,TAKASSE TAKASE E CIA LTDA. - EPP,PARANÁ,CIANORTE,ZONA 3,AVENIDA PERNAMBUCO 1127,,87209-162,JULIANO TAKASSE,(44)3631-6441,takasse@takasse.com.br,http://www.takasse.ind.br,Não
AGRICULTURA,TCF TRADE CENTER FARM IMP.EXP.IND.COM.DE MÁQS AGRÍCOLAS LTDA.,SÃO PAULO,SANTA CRUZ DO RIO PARDO,ZONA RURAL,AVENIDA HUMBERTO PEGORER 800,,18919-899,FRANCIELE GAZZOLA,(14)3372-1765,contato@tradecenterfarm.com.br,http://www.tradecenterfarm.com.br,Não
AGRICULTURA,TEC SPRAY PULVERIZADORES LTDA - ME (F DE MENEZES),MINAS GERAIS,MANHUAÇU,BAIXADA,AVENIDA TANCREDO NEVES 308,,36900-000,LAÉRCIO DE OLIVEIRA,(16)3969-3997,tec.spray@hotmail.com,https://www.tecspray.com.br/,Não
AGRICULTURA,TECBELT INDUSTRIAL LTDA.,SÃO PAULO,GUARULHOS,VÁRZEA DO PALÁCIO,RUA JOSÉ MARQUES PRATA 802,(ANTIGO 155),07034-090,ALOÍSIO SVAITER,(11)2408-1588,tecbelt@tecbelt.com.br,http://www.tecbelt.com.br,Não
AGRICULTURA,TECMATE INDÚSTRIA E COM.DE MÁQS.IMPORTAÇÃO EXPORTAÇÃO EIRELI - EPP,SANTA CATARINA,XAXIM,ÁREA INDUSTRIAL,RUA CANDIDO NEGRI FILHO 114,,89825-000,MARCELINO HAN,(49)3353-1019,tecmate@tecmate.ind.br,http://tecmate.ind.br/,Não
AGRICULTURA,TECNINT EQUIPAMENTOS INDUSTRIAIS LTDA. EPP,MINAS GERAIS,CONGONHAL,DISTRITO INDUSTRIAL,RODOVIA BR 459 S/Nº,KM 83,37557-000,FRANCISCO CLODOALDO ANDRADE,(35)3424-1163,vendas@tecnint.com.br,http://www.tecnint.com.br,Não
AGRICULTURA,TECNO LINE INDÚSTRIA E COMÉRCIO EIRELI.-ME,SÃO PAULO,SÃO PAULO,PARQUE PAULISTANO,RUA SANTA ROSA DE LIMA 480,,08080-000,JAIR NEVES DOS SANTOS,(11)2498-5175,tecnoline@tecnoline.ind.br,http://www.tecnoline.ind.br,Não
AGRICULTURA,TECNOBACH INDÚSTRIA MECÂNICA LTDA. - ME,RIO GRANDE DO SUL,ESTRELA,DAS INDUSTRIAS,RUA HENRIQUE UEBEL 95,,95880-000,ALEXANDRE SULZBACH,(51)3762-3746,contato@tecnobach.com.br,http://www.tecnobach.com.br/,Não
AGRICULTURA,TECNOFRUTT – MÁQUINAS E IMPLEMENTOS AGRÍCOLAS LTDA.ME,RIO GRANDE DO SUL,FARROUPILHA,INDUSTRIAL VICENTINO,RUA LUIZ PEGORARO 34,LINHA VICENTINA,95181-000,ANDERSON BIONDO BENATO,(54)99694-9300,tecnofrutt@live.com,https://tecnofrutt.com.br,Não
AGRICULTURA,TECNOFUERTES MÁQUINAS INDUSTRIAIS LTDA,SÃO PAULO,TUPÃ,PARQUE INDUSTRIAL II,RODOVIA COMANDANTE JOÃO RIBEIRO DE BARROS S/Nº,KM 524,17604-830,FERNANDO DAVID PONCE,(14)3491-3574,tecnofuertes@tecnofuertes.com.br,http://www.tecnofuertes.com.br,Não
AGRICULTURA,TECNOLOGIA SUL BRASILEIRA INDÚSTRIA DE MÁQUINAS LTDA. ME,RIO GRANDE DO SUL,SANTA MARIA,DISTRITO INDUSTRIAL,AVENIDA PEDRO CEZAR SECCOL 555,,97040-555,ADRIANO MARIN,(51)99235-2115,tsbjet@gmail.com,http://www.tsbjet.com.br,Não
AGRICULTURA,TECNOSTEEL EQUIPAMENTOS INDUSTRIAIS LTDA.-EIRELI,BAHIA,SIMÕES FILHO,CIA SUL,AVENIDA PERIFÉRICA II - S/N,,43780-000,JORGE ROJAS,(71)3525-6800,comercial@tecnosteel.com.br,http://www.tecnosteel.com.br,Não
AGRICULTURA,TECSILOS INDÚSTRIA E COMÉRCIO LTDA-EPP,MATO GROSSO,PRIMAVERA DO LESTE,DISTRITO INDUSTRIAL,RUA B 45,,78850-000,ADRIELE OLIVEIRA,(66)3497-1196,contato@tecsilos.com.br,http://www.tecsilos.com.br,Não
AGRICULTURA,TECSOL AGROINDUSTRIAL LTDA.,RIO GRANDE DO SUL,FREDERICO WESTPHALEN,LINHA BANGÚ,ESTRADA RS 150 - Nº 1111,KM 01,98400-000,SÉRGIO AUGUSTO AMARAL,(55)3744-4077,tecsol@tecsol.ind.br,http://www.tecsol.ind.br,Não
AGRICULTURA,TEIXEIRA IMPLEMENTOS RODOVIÁRIOS LTDA.EPP,PARANÁ,CASCAVEL,JARDIM UNIVERSITÁRIO,RUA MEDICINA 82,,85819-260,DIEGO FERNANDES TEIXEIRA,(45)3039-4849,diego@teixeiracarretas.com.br,http://www.teixeiracarretas.com.br,Não
AGRICULTURA,TEKINOX MANUTENÇÃO E MONTAGENS INDUSTRIAIS LTDA.,SÃO PAULO,PAULÍNIA,BETEL,RODOVIA DOUTOR ROBERTO MOREIRA 2858,TERREO,13148-150,LUIS CARLOS BARATTO,(19)3756-9696,nfe@tekinoxcampinas.com.br,http://www.tekinoxcampinas.com.br,Não
AGRICULTURA,TERMOPROS INDÚSTRIA COMÉRCIO LTDA-EPP,SÃO PAULO,ITU,JARDIM EMICOL,RUA MARGINAL EMICOL 21500,CONDOMINIO WESTPARK,13312-820,CAROLINA KIMIE,(11)4192-4427,termopros@termopros.com.br,http://www.termopros.com.br,Não
AGRICULTURA,TERRAMAQGRAM EQUIPAMENTOS AGRÍCOLAS LTDA - ME,SÃO PAULO,ITAPETININGA,JARDIM BELA VISTA,RUA LAUDELINO PINHEIRO 214,,18207-760,RAQUEL RODRIGUES TERRA,(15)99744-5585,terrmaqgram@terrmaqgram.com.br,http://a empresa não possui site,Não
AGRICULTURA,TF FÁBRICA E MANUTENÇÃO DE IMPLEMENTOS AGRÍCOLAS EIRELI. EPP,MINAS GERAIS,PEQUI,PARQUE INDUSTRIAL,RUA DO COBRE 146,,35667-000,EDUARDO FERREIRA,(37)3278-1800,financeiro@tfimplementos.com.br,http://www.tffabrica.com.br,Não
AGRICULTURA,THOR MÁQUINAS E MONTAGENS LTDA.,RIO GRANDE DO SUL,SANTA MARIA,LORENZI,ESTRADA MUNICIPAL FRANCISCO VITERBO BORGES 822,,97070-370,VALDIR FEDERHEN,(55)3211-1515,thor@thor.com.br,https://pt-br.facebook.com/thormaqsm/,Não
AGRICULTURA,THORCO INDUSTRIAL IMPLEMENTOS PARA TRATORES EIRELI,SÃO PAULO,COTIA,MOINHO VELHO,RUA COIMBRA 181,,06712-410,THOMAS HARLING PEREIRA,(11)4613-1177,thorco@thorco.com.br,http://www.thorco.com.br,Não
AGRICULTURA,TIAGO RODRIGUES DA COSTA-ME,MINAS GERAIS,BOM DESPACHO,DOM JOAQUIM,RUA CONSTANTINOPLA 100,,35600-000,SERGIO RODRIGUES,(37)3522-4109,contato@neico.com.br,https://neico.com.br/,Não
AGRICULTURA,TIV MECÂNICA E TORNEARIA EIRELI. EPP,RIO GRANDE DO SUL,NOVA BASSANO,CENTRO,RUA ITÁLIA 2788,,95340-000,IVANDRO TURCATTO,(54)3273-1420,tiv@tivtornearia.com.br,http://www.tivtornearia.com.br,Não
AGRICULTURA,TMA MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS LTDA,SÃO PAULO,RIBEIRÃO PRETO,PARQUE INDUSTRIAL CORONEL QUITO JUNQUEIRA,AVENIDA THOMAZ ALBERTO WHATELY 3100,,14075-390,HELOISA APARECIDA TERRA MONASSI,(16)3969-4933,sac@tmamaquinas.com.br,https://tmamaquinas.com.br/,Não
AGRICULTURA,TMSA - TECNOLOGIA EM MOVIMENTAÇÃO S/A.,RIO GRANDE DO SUL,PORTO ALEGRE,SARANDI,AVENIDA BERNARDINO SILVEIRA PASTORIZA 710,,91160-310,RODRIGO RODRIGUES PEREIRA,(51)2131-3238,comercial@tmsa.ind.br,http://www.tmsa.ind.br,Não
AGRICULTURA,TNL INDÚSTRIA MECÂNICA LTDA.,SÃO PAULO,OURINHOS,CALIFÓRNIA,RODOVIA RAPOSO TAVARES,KM 381 - CAIXA POSTAL 341,19915-022,EDSON GOLFETE,(14)3302-2544,tnl@tecnal.ind.br,http://www.tecnal.ind.br,Não
AGRICULTURA,TONI MARCELO DA COSTA. ME,PARANÁ,CAMPO MOURÃO,CENTRO,AVENIDA GOIOERÊ 2897,,87303-110,TONY MARCELO COSTA,(44)3017-6040,marcsystem@marcsystem.ind.br,http://www.marcsystem.ind.br,Não
AGRICULTURA,TOPLANTING INDUSTRIA E COMERCIO DE MAQUINAS AGRICOLAS LTDA,RIO GRANDE DO SUL,CRUZ ALTA,CENTRO,RUA PROCÓPIO GOMES 1224,SALA 03,98005-109,RODRIGO SCHEFFER,(55)3326-3929,comercial@toplanting.com.br,https://toplanting.com.br/,Não
AGRICULTURA,TOPMONT MONTAGEM INDUSTRIAL LTDA,MINAS GERAIS,PARÁ DE MINAS,SENADOR VALADARES,RUA ALEMANHA 543,,35661-024,LUCAS FELIPE LOPES BORGES,(37)3232-3701,gerencia@fsnutri.com.br,http://www.fsnutri.com.br,Não
AGRICULTURA,TORNEADORA DOIS IRMÃOS LTDA.EPP,MINAS GERAIS,ARAGUARI,BEATRIZ,RUA TRINDADE 45,,38446-382,CYNTHIA APARECIDA PEIXOTO,(34)3242-3717,tdi@tdimaquinas.com.br,http://www.tdimaquinas.com.br,Não
AGRICULTURA,TORNEARIA BRASIL PATROCÍNIO LTDA.-ME,MINAS GERAIS,PATROCÍNIO,OLIMPIO NUNES,RUA PINTO DIAS 2163,,38740-000,DIEGO GERALDO ALVES,(34)3832-0220,vendas@torneariabrasil.com.br,https://www.torneariabrasil.com.br/,Não
AGRICULTURA,TORNEARIA TORNEALL LTDA.-ME,SANTA CATARINA,SÃO MIGUEL DO OESTE,PROGRESSO,RUA WILLY BARTH 70,,89900-000,ALENCAR VESARO,(49)3622-2222,torneariatorneall@gmail.com,http://www.torneall.com.br,Não
AGRICULTURA,TORSOL METALÚRGICA E TRANSPORTES LTDA.-EPP,RIO GRANDE DO SUL,TRÊS DE MAIO,CENTRO,AVENIDA SENADOR ALBERTO PASQUALINI 1900,,98910-000,CLAUDIO PERINOZZO,(55)3535-2047,torsol@torsolmetal.com.br,http://www.torsolmetal.com.br,Não
AGRICULTURA,TORTUGAN IND.E COM.DE MÁQUINAS INOXIDÁVEIS LTDA.-EPP,SÃO PAULO,ATIBAIA,RECREIO ESTORIL,RUA DA MADEIRA 165,,12953-162,MILTON NUNES DE PAULA,(11)4412-6293,contato@tortuganmaquinas.com,https://www.tortuganmaquinas.com/,Não
AGRICULTURA,TRACAN MÁQUINAS E SISTEMAS PARA AGRICULTURA LTDA.,SÃO PAULO,RIBEIRÃO PRETO,LAGOINHA,RUA EDSON SOUTO 620,,14095-250,LUIZ DONIZETE OLIVEIRA,(16)3969-4933,tracan@tracan.com.br,http://www.tracan.com.br,Não
AGRICULTURA,TRAMONTINA MULTI S/A.,RIO GRANDE DO SUL,CARLOS BARBOSA,TRIÂNGULO,RODOVIA BR 470 - S/Nº,KM 230,95185-000,JAIR MIGUEL SCHAFER,(54)3461-8265,tramontina.elt@tramontina.com,http://www.tramontina.com.br,Não
AGRICULTURA,TRANSTECNO MAQUINAS E EQUIPAMENTOS LTDA-ME,RIO GRANDE DO SUL,TRÊS DE MAIO,CENTRO,AVENIDA SENADOR ALBERTO PASQUALINI 1900,,98910-000,ROGER PERINAZZO,(55)3535-2047,vendas@transtecno.ind.br,http://www.transtecno.ind.br,Não
AGRICULTURA,TRATORGEL PEÇAS TRATORES E SERVIÇOS LTDA,SÃO PAULO,SÃO JOSÉ DO RIO PRETO,ESTÂNCIA JOCKEI CLUB,RUA RUBENS PINTO CARDOSO 91,,15081-503,CARLOS ROGERIO LUZIN ORTELAN,(17)3213-9300,carlos.rogerio@grupogeomaq.com.br,http://www.tratorgel.com.br,Não
AGRICULTURA,TRAVICAR TECNOLOGIA AGRÍCOLA LTDA-ME,RIO GRANDE DO SUL,PORTO ALEGRE,PASSO D’ AREIA,RUA SÃO SALVADOR 444,,91030-240,FELIPE ANDRE BORIS,(51)3325-1186,vendas@travicar.com.br,http://www.eletrostatico.com.br,Não
AGRICULTURA,TRITUCAP EQUIPAMENTOS AGRÍCOLAS LTDA. EPP,SÃO PAULO,SERTÃOZINHO,ZONA INDUSTRIAL,RODOVIA ATÍLIO BALBO S/N,,14173-000,EDUARDO DE SOUZA ALVES FERREIRA,(16)2105-7700,contato@tritucap.com.br,http://www.tritucap.com.br,Não
AGRICULTURA,TRITUMAQUINAS INDÚSTRIA DE MÁQUINAS LTDA-EPP,PARANÁ,CURITIBA,BOQUEIRÃO,RUA BARTOLOMEU LOURENÇO DE GUSMÃO 5809,,81730-040,NIVALDO CHIBEL,(41)3557-2013,contato@tritumaquinas.com.br,http://sem site,Não
AGRICULTURA,TROPICAL ESTUFAS AGRÍCOLAS LTDA.,SÃO PAULO,BRAGANÇA PAULISTA,UBERABA,AVENIDA RADAMES LO SARDO 542,DISTRITO INDUSTRIAL 3,12908-829,JÉSSICA APARECIDA DE BRITO LOPES,(11)4035-7344,tropical@tropicalestufas.com.br,http://www.tropicalestufas.com.br,Não
AGRICULTURA,TROPPA INDÚSTRIA E COMÉRCIO DE CARRETAS LTDA,PARANÁ,CASCAVEL,MARIA LUIZA,RUA ITU 68,,85819-655,LUIS FERNANDO DE SENAS,(45)3306-6615,vendas@troppacarretas.com.br,http://www.troppa.com.br,Não
AGRICULTURA,TSG INDÚSTRIA MECÂNICA LTDA.,SÃO PAULO,SALTO GRANDE,JARDIM SALTO GRANDE,AVENIDA DEP.FED.ANTÔNIO DA SILVA CUNHA BUENO 1800,,19920-224,JAIR FLÁVIO AFONSO,(14)3378-9500,tsg@tsg.ind.br,http://www.tsg.ind.br,Não
AGRICULTURA,TUKA TRICICLO AGRÍCOLA LTDA - ME,MINAS GERAIS,MUZAMBINHO,ZONA RURAL,SITÍO BAIRRO PINHAL S/Nº,,37890-000,SUZANA APARECIDA DA SILVA DE SOUZA,(35)3571-1067,tukamotos@hotmail.com,http://www.tukamotos.com.br,Não
AGRICULTURA,TW INDÚSTRIA METALÚRGICA LTDA - ME,RIO GRANDE DO SUL,PASSO FUNDO,PASSO DA AREIA,RODOVIA RS 324 S/Nº,KM 126,99032-680,MARTIELI REGINA TOSETTO,(54)3581-0674,contato@grupometalosky.com.br,http://grupometalosky.com.br,Não
AGRICULTURA,ULIMAQ COMÉRCIO E SERVIÇOS DE IMPLEMENTOS E MÁQUINAS AGRÍCOLAS LTDA.ME,RIO GRANDE DO SUL,FLORES DA CUNHA,SÃO CRISTÓVÃO,RUA DAS ARAUCÁRIAS 154,PAVILHÃO 02,95270-000,EVAIR ULIAN FONTANA,(54)3196-8530,contato@ulimaq.com,http://A empresa não possui site,Não
AGRICULTURA,UMICONTROL UMIDADE CONTROLADA INDÚSTRIA E COMÉRCIO LTDA.-EPP,SÃO PAULO,SANTO ANDRÉ,VILA ELDÍZIA,RUA JAVAÉS 730,,09181-570,EDÉLCIO ANDRIOLI,(11)4076-1066,umicontrol@umicontrol.com.br,http://www.umicontrol.com.br,Não
AGRICULTURA,UMUTORNO TORNEARIA LTDA - ME,PARANÁ,UMUARAMA,ZONA VII,AVENIDA ARACAJU 1839,,87503-370,KALISBAT D. MEDEIROS,(44)3639-7572,umutorno@hotmail.com,http://www.umutorno.com.br,Não
AGRICULTURA,UNIAGRO MÁQUINAS E IMPLEMENTOS AGRÍCOLAS LTDA - ME,SÃO PAULO,ARARAS,DISTRITO INDUSTRIAL II,AVENIDA OTTO BARRETO 1700,,13602-060,MARCOS FERNANDO COLITE,(19)3541-7833,uniagroararas3@hotmail.com,http://www.uniagro.ind.br,Não
AGRICULTURA,UNIÃO COMÉRCIO DE PEÇAS E IMPLEMENTOS EIRELI. EPP,PARÁ,PARAGOMINAS,INDUSTRIAL,RODOVIA PA 256 S/Nº,KM 04,68625-970,ALBES LOURENÇO JUNIOR,(91)3729-0428,servicos@uniaomaquinas.com.br,http://www.uniaomaquinas.com.br,Não
AGRICULTURA,UNIMIL INDÚSTRIA E COMÉRCIO DE PEÇAS DE MÁQUINAS AGRÍCOLAS LTDA,SÃO PAULO,PIRACICABA,DISTRITO INDUSTRIAL- UNINORTE,RUA GERALDO BIZUTI 285,GALPÃO 1 E 2,13413-090,JOÃO ROBERTO PONTES CARDOSO,(19)2105-0800,secretaria.diretoria@unimil.com.br,http://www.unimil.com.br,Não
AGRICULTURA,UNIPREST INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA,PARANÁ,ARARUNA,PARQUE INDUSTRIAL,AVENIDA APARECIDO RORATO S/N,LOTE Nº 2 DA QUADRA Nº 5,87260-000,ALMIR ROBERTO DA SILVA,(44)3562-2525,financeiro@uniprest.ind.br,http://www.uniprest.ind.br,Não
AGRICULTURA,URSUS MÁQUINAS AGRÍCOLAS LTDA.,RIO GRANDE DO SUL,NOVA PETRÓPOLIS,FAZENDA PIRAJÁ,AVENIDA GERMÂNIA 1811,PAVILHÃO 01 - CAIXA POSTAL,95150-000,FERNANDO ALTREIDER,(54)3281-6155,ursus@ursus.com.br,http://www.ursus.com.br,Não
AGRICULTURA,USIBRAS USINAGEM E EQUIPAMENTOS INDUSTRIAIS LTDA.-EPP,MINAS GERAIS,PATROCÍNIO,CRUZEIRO DA SERRA,RUA SEBASTIÃO HORÁCIO TEIXEIRA 2010,,38740-000,ANDERSON ROSA,(34)3831-8765,controladoria@usibrasmetalurgica.com.br,http://www.usibrasmetalurgica.com.br,Não
AGRICULTURA,USICAMP IMPLEMENTOS PARA TRANSPORTES LTDA.,PARANÁ,SARANDI,PARQUE INDUSTRIAL II,AVENIDA ANTÔNIO VOLPATO 3680,,87111-011,MÁRIO MENEGUETTI,(44)3264-8500,usicamp@usicamp.com.br,http://www.usicamp.com.br,Não
AGRICULTURA,USINGA IMPLEMENTOS CANAVIEIROS LTDA,PARANÁ,MARINGÁ,PARQUE INDUSTRIAL,RODOVIA PR-317 S/N,KM 3 - SAÍDA CAMPO MOURÃO,87065-005,RENATO BRITO,(44)3266-2125,usinga@usinga.com.br,http://www.usinga.com.br,Não
AGRICULTURA,V.J. PEROZIN MÁQUINAS E EQUIPAMENTOS LTDA. ME,SANTA CATARINA,PERITIBA,CENTRO,RUA SENADOR IRINEU BORNHAUSEN S/Nº,ÁREA INDUSTRIAL,89750-000,ADRIANO PEROZIN,(49)3442-3804,perozinn@yahoo.com.br,http://www.vjmaquinas.com.br,Não
AGRICULTURA,VALCIR SCARABELOT - ME,SANTA CATARINA,TURVO,VILA MANENTE,RUA USILIO TONETTO 1441,,88930-000,EVERSON CASAGRANDE,(48)3525-0800,financeiroscarabelot@hotmail.com,http://www.metalurgicascarabelot.com.br,Não
AGRICULTURA,VALDECIR NUNES DE SOUZA E CIA LTDA. ME,PARANÁ,LONDRINA,OURO BRANCO,AVENIDA GUILHERME DE ALMEIDA 1405,,86042-001,VILMA CAUZINO DE SOUZA,(43)3342-1674,contatocarroceriaslondrina@gmail.com,http://www.carroceriaslondrina.com.br,Não
AGRICULTURA,VALDOCIR BONATTO E CIA LTDA,PARANÁ,PRANCHITA,POLAR,AVENIDA AMAZONAS 950,,85730-000,INÁCIO BONATTO,(46)3540-1044,b2pinturas@gmail.com,http://sem site,Não
AGRICULTURA,VALMAT MAQUINAS AGRÍCOLAS LTDA - ME,RIO GRANDE DO SUL,FLORES DA CUNHA,LOTEAMENTO SÃO PEDRO,RUA FRANCISCO GRIZA 166,,95270-000,VALDAIR DALLA VALLE,(54)3292-5991,valmat@valmat.com.br,http://www.valmat.com.br,Não
AGRICULTURA,VAN DER HOEVEN ESTUFAS AGRICOLAS LTDA,SÃO PAULO,ARTUR NOGUEIRA,FAZENDINHA,RODOVIA SP-107 KM 41,CAIXA POSTAL 81,13169-899,ANTÔNIO CARLOS LUZ,(19)3877-2281,falecom@vdh.com.br,http://www.vdh.com.br,Não
AGRICULTURA,VENTUROSO VALENTINI & CIA LTDA.,SÃO PAULO,SÃO JOAQUIM DA BARRA,DISTRITO INDUSTRIAL,VIA ANHANGUERA S/N,KM 380 - CAIXA POSTAL 124,14600-000,RAFAEL LUIS MARETTO VENTUROSO,(16)3810-1777,vv@vv.com.br,http://www.vv.com.br,Não
AGRICULTURA,VIBELLA INDÚSTRIA E COMÉRCIO DE IMPLEMENTOS RODOVIARIOS EIRELI. EPP,TOCANTINS,PALMAS,PLANO DIRETOR SUL,Q 912 SUL ALAMEDA 1 14,LOTE 23 A,77023-454,FERNANDO CARLOS DE SOUSA,(63)3217-4590,vendas@vibella.com.br,http://www.vibella.com.br,Não
