Transversal_Sector,Company,State,City,Address,Complement,Neighborhood,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid,Extra_Info
MOVIMENTAÇÃO E ARMAZENAGEM,GIOCHI METALÚRGICA LTDA.,RIO GRANDE DO SUL,BENTO GONÇALVES,RODOVIA RS 444 - S/N,"KM 20,7 - CAIXA POSTAL 2594",VALE DOS VINHEDOS,95711-000,VANDERLEI LUIS GEOVANELLA,(54)3459-1307,contato@giochinox.com.br,http://www.giochinox.com.br,Não,CNPJ   03365060000104   Pasta   11344   Nº Associação   5651   Data de Fundação   19/08/1999   Data de Associação   31/08/2020   Data de Desligamento   20/08/2021   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GIUSTI & CIA.LTDA.,SÃO PAULO,SÃO PAULO,RUA ITÁLIA GIUSTI 324,,VILA CARMOSINA,08260-010,RODOLFO GIUSTI,(11)2523-9700,giusti@giusti.com.br,http://www.giusti.com.br,Não,CNPJ   61093068000157   Pasta   251   Nº Associação   723   Data de Fundação   01/02/1956   Data de Associação   31/10/1975   Data de Desligamento   13/04/2021   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
MOVIMENTAÇÃO E ARMAZENAGEM,GLADII TECNOLOGIA EM METALURGIA LTDA - ME,RIO GRANDE DO SUL,GRAVATAÍ,RUA FRANCISCO LINO DOS SANTOS 145,SALA A,NEÓPOLIS,94100-080,VINICIUS BORBA,(51)3431-4463,gladii@gladii.com.br,http://www.gladii.com.br,Não,CNPJ   08449196000108   Pasta   16064   Nº Associação   Data de Fundação   17/11/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GLASTEC INDÚSTRIA DE PLÁSTICO LTDA.,ALAGOAS,MARECHAL DEODORO,RODOVIA DIVALDO SURUAGY S/N,VILA 1,POLO INDUSTRIAL,57160-000,JOÃO EUDES RESENDE,(82)3269-1133,glastec@glastec.com.br,http://www.glastec.com.br,Não,CNPJ   35567684000192   Pasta   15789   Nº Associação   Data de Fundação   26/06/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
MOVIMENTAÇÃO E ARMAZENAGEM,GLOBAL INDÚSTRIA DE PEÇAS AGRÍCOLAS LTDA. ME,SÃO PAULO,MATÃO,RUA MARLENE DAVID DOS SANTOS 365,,JARDIM PARAISO,15991-360,NORBERTO DIAS,(16)3382-9817,comercial@global.agr.br,http://www.global.agr.br,Não,CNPJ   10800737000142   Pasta   17215   Nº Associação   Data de Fundação   22/04/2009   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GLOBE SYSTEMS EIRELI. ME,SÃO PAULO,PINDAMONHANGABA,AVENIDA ALEXANDRINA DAS CHAGAS MOREIRA 360,,DISTRITO INDUSTRIAL,12412-800,FELIPE FRANCISCO LEMES,(11)3648-5010,contato@globesystems.com.br,http://www.globesystems.com.br,Não,CNPJ   34536103000192   Pasta   19537   Nº Associação   Data de Fundação   14/08/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GLOBO INOX EQUIPAMENTOS INDUSTRIAIS LTDA.,RIO GRANDE DO SUL,GRAVATAÍ,RUA PORTO ALEGRE 35,,VILA MATO ALTO,94195-340,PAULO ROBERTO AZEVEDO,(51)3489-2441,globo@globoinox.com.br,http://www.globoinox.com.br,Não,CNPJ   92882950000105   Pasta   2285   Nº Associação   3687   Data de Fundação   12/06/1968   Data de Associação   13/12/2007   Data de Desligamento   11/12/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GME AEROSPACE INDÚSTRIA DE MATERIAL COMPOSTO S.A.,PARANÁ,SÃO JOSÉ DOS PINHAIS,ALAMEDA BOM PASTOR 1683,,CAMPINA,83015-140,PAOLO CERESA,(41)3299-2000,gme@gmebrasil.com.br,http://www.site.gmebrasil.com.br,Não,CNPJ   09138393000179   Pasta   17879   Nº Associação   Data de Fundação   02/10/2007   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GNT INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA,RIO GRANDE DO SUL,BENTO GONÇALVES,RUA MARCOS NARDON 51,,FENAVINHO,95700-010,FLAVIO LUIS,(54)3701-4417,vendas@gntmaquinas.com.br,http://www.gntmaquinas.com.br,Não,CNPJ   12348183000110   Pasta   17162   Nº Associação   Data de Fundação   05/08/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GOLPACK INDUSTRIA E COMERCIO DE MAQUINAS EIRELI,SÃO PAULO,SÃO BERNARDO DO CAMPO,RUA VINTE E QUATRO DE FEVEREIRO 67,,JARDIM OLAVO BILAC,09725-820,RENATO NÓRIO FUKUHA,(11)4330-8020,golpack@golpack.com.br,http://www.golpack.com.br,Não,CNPJ   05565085000179   Pasta   5485   Nº Associação   0   Data de Fundação   14/02/2003   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRABE BOMBAS E EQUIPAMENTOS INDUSTRIAIS LTDA,SÃO PAULO,ITATIBA,RUA JOSÉ SOAVE 88,,ESTER,13255-100,GIOVANNE CARLOS RIBEIRO,(11)3183-5140,vendas@grabe.com.br,http://www.grabe.com.br,Não,CNPJ   06055391000128   Pasta   6085   Nº Associação   0   Data de Fundação   16/12/2003   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRACIELLA IND. E COM. DE EQUIPAMENTOS EIRELI. EPP,SÃO PAULO,TAQUARITINGA,RODOVIA PORTO FERRÃO,"KM 144,5 - CAIXA POSTAL 218",DISTRITO INDUSTRIAL,15900-000,VANDERLEI JOSÉ MÁRSICO,(16)3252-7210,graciella@graciella.com.br,http://www.graciella.com.br,Não,CNPJ   52935673000137   Pasta   744   Nº Associação   0   Data de Fundação   28/09/1983   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRADIMETAL CONSTRUÇÕES METÁLICAS LTDA - EPP,SÃO PAULO,GUARULHOS,RUA JOÃO ROBERTO 200,,CUMBICA,07221-040,MAURO DE ABREU ROCHA,(11)2674-7177,gradimetal@gradimetal.com.br,http://www.gradimetal.com.br/,Não,CNPJ   65775660000190   Pasta   18678   Nº Associação   Data de Fundação   15/04/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRAMAK INDÚSTRIA DE MÁQUINAS LTDA,SANTA CATARINA,JARAGUÁ DO SUL,RUA VITOR SOTERO VARGAS 69,,BAEPENDI,89256-160,INGO KELLER,(47)3370-0597,gramak@gramak.com.br,http://www.gramak.com.br,Não,CNPJ   02558694000102   Pasta   11753   Nº Associação   Data de Fundação   02/06/1998   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRANDI METALÚRGICA LTDA. EPP,MINAS GERAIS,VARGINHA,AVENIDA CORONEL JOSÉ FRANCISCO COELHO 996,,INDUSTRIAL JK II,37062-730,JULIO CÉSAR GRANDI,(35)3214-2258,comercial@grandimetalurgica.ind.br,http://www.grandimetalurgica.ind.br,Não,CNPJ   07492958000196   Pasta   13236   Nº Associação   Data de Fundação   07/06/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRANEISA EQUIPAMENTOS LTDA.,SÃO PAULO,SÃO PAULO,AVENIDA NOVA CANTAREIRA 1984,17º ANDAR - SALA 174,TUCURUVI,02330-003,ITALO BRASIL SILVESTRI,(11)2997-3200,financeiro@graneisa.com.br,http://www.graneisa.com.br,Não,CNPJ   06056462000107   Pasta   13190   Nº Associação   Data de Fundação   04/12/2003   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRANJTEC INDÚSTRIA E COMÉRCIO LTDA,MINAS GERAIS,MONTE SANTO DE MINAS,RUA GEDEONE CASTELLANI 333,,PARQUE INDUSTRIAL,37968-000,ALINE SILVA,(35)3591-3000,vendas@granjtec.com.br,http://www.granjtec.com.br,Não,CNPJ   03512339000165   Pasta   13739   Nº Associação   Data de Fundação   12/11/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,"GRANMAQ INDÚSTRIA, COMÉRCIO E SERVIÇOS LTDA. EPP",MINAS GERAIS,MONTE SANTO DE MINAS,RUA JOSÉ AUGUSTO FILHO 122,,JARDIM BELA VISTA,37968-000,REBECA FERNANDES,(35)3591-3030,granmaq@outlook.com,http://www.granmaq.com.br,Não,CNPJ   14902691000123   Pasta   19040   Nº Associação   Data de Fundação   17/01/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GREFORTEC FORNOS INDS. E TRATAMENTO TÉRMICO LTDA.,RIO GRANDE DO SUL,SÃO LEOPOLDO,RUA THOMAZ EDISON 627,,SÃO JOÃO BATISTA,93022-584,ANDREA PERES GREMES,(51)3592-7111,comercial@grefortec.com.br,http://www.grefortec.com.br,Não,CNPJ   94089455000179   Pasta   5796   Nº Associação   0   Data de Fundação   25/06/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GREFORTEC FORNOS INDUSTRIAIS E TRATAMENTO TÉRMICO LTDA.,RIO GRANDE DO SUL,PORTÃO,RUA ESTÂNCIA VELHA 1134,,PORTÃO VELHO,93180-000,ÉVELIN NUNES DANI,(51)3562-7071,administrativo@grefortec.com.br,http://www.grefortec.com.br,Não,CNPJ   94089455000500   Pasta   19769   Nº Associação   Data de Fundação   22/08/2008   Tipo de CNPJ   Filial   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRIMALDI INDÚSTRIA DE EQUIPAMENTOS PARA TRANSPORTE LTDA.,SÃO PAULO,SANTO ANTÔNIO DE POSSE,AVENIDA POSSE DE RESSACA 2033,,RESSACA,13830-000,SANTORO MORETTO,(19)3896-9400,vendas@grimaldi.com.br,http://www.grimaldi.com.br,Não,CNPJ   52771540000172   Pasta   627   Nº Associação   0   Data de Fundação   14/06/1961   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GROMOS INDUSTRIA DE ELEVADORES IMPORTACAO E EXPORTACAO LTDA-EPP,SÃO PAULO,LIMEIRA,RODOVIA ANHANGUERA (SP 330) S/Nº,KM 141 600 M CXPST 364,JARDIM NOVA LIMEIRA,13486-199,MOISES ALEXANDRE DA SILVA,(19)3704-2449,contato@gromos.com.br,http://www.gromos.com.br,Não,CNPJ   18382943000191   Pasta   16065   Nº Associação   Data de Fundação   27/06/2013   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRUAS BRASIL DE ELEVAÇÃO EIRELI - ME,SANTA CATARINA,INDAIAL,RUA UBERABA 1191,SALA 02,MULDE,89080-001,ERICHSON GEISLER,(47)3394-1756,vendas@itcranesbrasil.com.br,http://www.itcranesbrasil.com.br,Não,CNPJ   24292965000163   Pasta   17470   Nº Associação   Data de Fundação   01/03/2016   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRUBRAS INDÚSTRIA E COMÉRCIO DE GRUAS LTDA.,SANTA CATARINA,INDAIAL,RODOVIA BR 470 - Nº 2451,KM 71,RIO MORTO,89130-000,GISELE GENBRO,(47)3281-9100,grubras@grubras.ind.br,http://www.grubras.ind.br,Não,CNPJ   09495319000100   Pasta   11863   Nº Associação   Data de Fundação   22/04/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRUNOX EQUIPAMENTOS PARA GASTRONOMIA LTDA - EPP,SÃO PAULO,ARUJÁ,RUA DIAMANTE 224,,JARDIM JÓIA,07431-315,JOABER XAVIER,(11)2743-6288,grunox@grunox.com.br,http://www.grunox.com.br,Não,CNPJ   10777579000157   Pasta   15664   Nº Associação   Data de Fundação   15/04/2009   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GRUPIONI EQUIPAMENTOS INDUSTRIAIS LTDA.,SÃO PAULO,CRAVINHOS,RUA JOSÉ EDGARD PEREIRA BARRETO 685,,DISTRITO INDUSTRIAL,14140-000,SR.CAROLINE GRUPPIONI,(16)3951-9230,contato@grupioni.com.br,http://www.grupioni.com.br,Não,CNPJ   61471207000139   Pasta   4993   Nº Associação   0   Data de Fundação   21/08/1989   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GSX BRASIL - INDÚSTRIA COM. EQUIPAMENTOS P/ CONSTRUÇÃO CIVIL LTDA. EPP,SÃO PAULO,SÃO PAULO,RUA QUEIROS VELOSO 100,,JARDIM ANDARAÍ,02168-000,FRANCISCO EDUARDO BOIANI,(11)2087-0924,francisco.boiani@gsxbrasil.com.br,http://www.gsxbrasil.com.br,Não,CNPJ   17588873000160   Pasta   13734   Nº Associação   Data de Fundação   10/12/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUARESI USINAGEM E INDÚSTRIA METALÚRGICA LTDA,RIO GRANDE DO SUL,FLORES DA CUNHA,TRAVESSÃO SETE DE SETEMBRO S/Nº,,TRAVESSA SETE DE SETEMBRO,95270-000,EZEQUIEL GUARESI,(54)3292-6758,guaresi@guaresi.com.br,http://www.guaresi.com.br,Não,CNPJ   09125984000101   Pasta   16304   Nº Associação   Data de Fundação   13/08/2007   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUESAP EQUIPAMENTOS INDUSTRIAIS LTDA.,SÃO PAULO,ITUPEVA,RUA HELENA PELLIZZARI LOURENCON 745,,SANTA JÚLIA ECO PARK,13295-000,MURILO LISBOA SIQUEIRA,(11)4591-3033,murilo@guesap.com.br,http://www.guesap.com.br,Não,CNPJ   03068450000104   Pasta   12537   Nº Associação   Data de Fundação   23/03/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUIAÇO INDÚSTRIA E COMÉRCIO LTDA – EPP,ESPÍRITO SANTO,VENDA NOVA DO IMIGRANTE,RUA PROJETADA S/Nº,,VARGEM GRANDE,29375-000,DIEGO PETERLE GUISSO,(28)3546-6061,guiaco@guiaco.com.br,http://www.guiaco.com.br,Não,CNPJ   39367503000135   Pasta   15797   Nº Associação   Data de Fundação   15/07/1992   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUIDO DO CARMO GUILARDI JUNIOR. ME,SÃO PAULO,ARARAQUARA,AVENIDA CAIBAR SCHUTEL 123,,JARDIM AEROPORTO,14806-362,TIAGO FERNANDO SIMÕES,(16)3463-7110,pressmatik@pressmatik.com.br,http://www.pressmatik.com.br,Não,CNPJ   29369397000175   Pasta   19716   Nº Associação   Data de Fundação   05/01/2018   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUILHERME CORTELLINI VERRUCK - EPP,RIO GRANDE DO SUL,VERANÓPOLIS,RUA FABIANO RESCHKE 16,,RENOVAÇÃO,95330-000,TARCIZIO RAUBER VERRUCK,(54)99981-0415,tarcizio@matecma.com.br,https://www.facebook.com/matecmaoficial/,Não,CNPJ   29741928000109   Pasta   17389   Nº Associação   5464   Data de Fundação   21/02/2018   Data de Associação   01/08/2019   Data de Desligamento   28/10/2022   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUILMAR FERREIRA E CIA LTDA - ME,MATO GROSSO,VILA RICA,RODOVIA BR 158 S/Nº,LOTE RURAL B,ZONA RURAL,78645-000,GUILMAR FERREIRA,(66)3554-2567,flavianosimon@hotmail.com,http://A empresa não possui site,Não,CNPJ   14137705000160   Pasta   17861   Nº Associação   5550   Data de Fundação   15/08/2011   Data de Associação   16/12/2019   Data de Desligamento   13/04/2021   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUIMARAES NASSER ENGENHARIA E REFRIGERAÇÃO LTDA.,PARÁ,BELÉM,RODOVIA ARTHUR BERNARDES 5925,KM 15,TAPANÃ,66825-000,IVO ARAUJO,(91)4008-2000,contato@guimaraesnasser.com.br,http://www.guimaraesnasser.com.br,Não,CNPJ   83767053000160   Pasta   15799   Nº Associação   Data de Fundação   24/04/1994   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUITON INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS HIDRÁULICOS EIRELI,SÃO PAULO,PIRACICABA,RUA SANTA ALBERTINA 401,,SANTA ROSA IPÊS,13414-316,MARCOS CHIARINELLI,(19)3421-3541,guiton@guiton.com.br,http://www.guiton.com.br,Não,CNPJ   02311065000183   Pasta   11217   Nº Associação   4136   Data de Fundação   09/01/1998   Data de Associação   07/10/2010   Data de Desligamento   14/10/2016   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,GUSIMAQ INDÚSTRIA METALÚRGICA LTDA - ME,RIO GRANDE DO SUL,CAXIAS DO SUL,RUA ANGÊLO AGOSTINI 457,,PIONEIRO,95042-090,GILBERTO MARTINS RODRIGUES,(54)3229-4842,gusimaq@gusimaq.com.br,http://www.gusimaq.com.br,Não,CNPJ   06166621000126   Pasta   15802   Nº Associação   Data de Fundação   16/03/2004   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,G-VETEC HP GUINDASTES EIRELI-EPP,RIO GRANDE DO SUL,CAXIAS DO SUL,RUA ANGELO BORDIN 1166,,SÃO GIACOMO,95112-363,HILÁRIO PESCADOR,(54)3535-4500,g-vetec@g-vetecguindastes.com.br,http://www.g-vetecguindastes.com.br,Não,CNPJ   08076972000171   Pasta   11529   Nº Associação   4640   Data de Fundação   21/06/2006   Data de Associação   28/02/2014   Data de Desligamento   28/04/2022   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,H D U - INDÚSTRIA METALÚRGICA LTDA-ME,SANTA CATARINA,CHAPECÓ,RODOVIA ESTADUAL SC-283 Nº 133,"E - KM 3,5",SANTA MARIA,89801-971,ADAIR ANTÔNIO DAL PIAZ,(49)3324-2099,hdu@hdu.ind.br,http://www.hdu.ind.br,Não,CNPJ   10996035000186   Pasta   12300   Nº Associação   Data de Fundação   29/07/2009   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,H I P INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA - ME,SANTA CATARINA,INDAIAL,RUA ALEGRETE 435,,ENCANO DO NORTE,89000-130,MARCO AURÉLIO PIERITZ,(47)3333-8251,hip@hip.ind.br,http://www.hip.ind.br,Não,CNPJ   00491575000154   Pasta   14563   Nº Associação   Data de Fundação   15/03/1995   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,H.B.A. INDÚSTRIA COM.E MANUTENÇÃO DE EQUIPAMENTOS AGRÍCOLAS LTDA.–EPP,SÃO PAULO,HOLAMBRA,AVENIDA NOGUEIRAS 420,,CENTRO,13825-000,ALEXANDER STOLTENBORG,(19)3802-1786,hba@hba.ind.br,http://www.hba.ind.br,Não,CNPJ   59885343000123   Pasta   15803   Nº Associação   5424   Data de Fundação   23/12/1988   Data de Associação   06/06/2019   Data de Desligamento   10/03/2021   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HAARSLEV INDUSTRIES LTDA.,PARANÁ,CURITIBA,RUA CYRO CORREIA PEREIRA 3210,,CIDADE INDUSTRIAL,81460-050,ELAINE BARBOSA DO ANJOS,(41)3086-8261,isaias.pires@haarslev.com,http://www.haarslev.com,Não,CNPJ   04011353000148   Pasta   10570   Nº Associação   3803   Data de Fundação   24/08/2000   Data de Associação   09/09/2008   Data de Desligamento   17/11/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HACO- COMÉRCIO DE EQUIPAMENTOS INDÚSTRIAIS LTDA,SÃO PAULO,ITU,RUA ANTONIO APARECIDO SIMÃO 41,,NUCLEO INDUSTRIAL JARDIM PORTO SEGURO,13312-094,JOSE COSME RESENDE,(11)4013-4949,comercial1@hacoequipamentos.com.br,https://www.hacoequipamentos.com.br/,Não,CNPJ   04856919000132   Pasta   15804   Nº Associação   Data de Fundação   21/12/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HARLO DO BRASIL INDÚSTRIA E COMÉRCIO LTDA.,SÃO PAULO,GUARULHOS,RUA JOÃO CASIMIRO COSTA 51,,CUMBICA,07224-060,MANOEL CARLOS CASIMIRO COSTA,(11)2412-0564,comercial@harlo.com.br,http://www.harlo.com.br,Não,CNPJ   61533626000158   Pasta   54   Nº Associação   3668   Data de Fundação   24/09/1954   Data de Associação   22/11/2007   Data de Desligamento   14/11/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HARTGE & CIA LTDA.-ME,RIO GRANDE DO SUL,IJUÍ,RUA DAS CHÁCARAS 472,,CENTRO,98700-000,ALOISIO OTMAR ZINSER,(55)3333-4050,vendas@ifmc.com.br,http://www.ifmc.com.br,Não,CNPJ   73619363000183   Pasta   16306   Nº Associação   Data de Fundação   03/11/1993   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HAVRO METALÚRGICA EIRELI - EPP,MATO GROSSO,RONDONÓPOLIS,RUA FRANCISCO GOULART 1568,,VILA GOULART,78745-300,GUSTAVO DE ALMEIDA GEISS,(66)3421-5158,havro@havro.ind.br,http://havro.ind.br,Não,CNPJ   13566546000156   Pasta   15810   Nº Associação   Data de Fundação   27/04/2011   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HB IND. E COM. DE GARRAS E COMPONENTES HIDRÁULICOS EIRELI. EPP,SÃO PAULO,PIRACICABA,RUA ATÍLIO CESTA 1152,,LOTEAMENTO SANTA ROSA,13414-105,LUIZ DARCI CUCOLO JUNIOR,(19)3375-4851,compras2@hbgarras.com.br,http://www.hbgarras.com.br,Não,CNPJ   30935559000174   Pasta   18334   Nº Associação   Data de Fundação   16/07/2018   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HBZ SISTEMAS DE SUSPENSÃO A AR LTDA.,SÃO PAULO,BARUERI,AVENIDA HUMBERTO GIANNELLA 660,,JARDIM BELVAL,06422-130,VALDECIR FRANCISCO VICCHIATE,(11)4208-7170,hbz@hbz.com.br,http://www.hbz.com.br,Não,CNPJ   00343179000180   Pasta   14796   Nº Associação   Data de Fundação   09/12/1994   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
MOVIMENTAÇÃO E ARMAZENAGEM,HCM EQUIPAMENTOS INDUSTRIAIS E SERVIÇOS LTDA,SÃO PAULO,SERTÃOZINHO,AVENIDA MARGINAL JOÃO OLÉZIO MARQUES 3563,GALPÃO 17,CHÁCARAS RECREIO DO PLANALTO,14176-003,HELIO VICTOR DE PAULA,(16)3114-0307,comercial@hcmequipamentos.com.br,https://hcmequipamentos.com.br/,Não,CNPJ   23766690000190   Pasta   18979   Nº Associação   Data de Fundação   01/12/2015   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HDT - HIDROTÉRMICA EQUIPAMENTOS INDUSTRIAIS LTDA.,SÃO PAULO,CAJAMAR,RUA OSASCO 1533,,PARQUE EMPRESARIAL ANHANGUERA,07750-000,RICARDO MICHELAZZO ESTEVES,(11)3531-6199,hd@hd.ind.br,http://www.hd.ind.br,Não,CNPJ   03184317000113   Pasta   4673   Nº Associação   0   Data de Fundação   02/05/1999   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HE INDÚSTRIA MECÂNICA EIRELI,SÃO PAULO,JACAREÍ,RODOVIA GERALDO SCAVONE 2300,GALPÃO 28,JARDIM CALIFÓRNIA,12305-490,LÁZARO HUMBERTO CHAVES,(12)3955-4722,heindmec@heindmec.com.br,http://www.heindmec.com.br,Não,CNPJ   62817010000171   Pasta   11103   Nº Associação   3957   Data de Fundação   02/04/1990   Data de Associação   06/08/2009   Data de Desligamento   15/08/2011   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HEA PONTES ROLANTES LTDA. ME.,SÃO PAULO,VINHEDO,RUA MARIA MERCEDES SERRANO MUNHOZ GALLO 48,,VISTA ALEGRE,13285-334,ADRIANO CEOLIN,(19)3030-3498,contato@heapontesrolantes.com.br,http://www.heapontesrolantes.com.br,Não,CNPJ   33513875000146   Pasta   18875   Nº Associação   Data de Fundação   02/05/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HEATMEC INDÚSTRIA METALÚRGICA LTDA.,SÃO PAULO,RIBEIRÃO PIRES,RUA JOSÉ NICOLINI 100,RODOVIA ÍNDIO TIBIRIÇA - KM 40,ENGENHO DA SERRA,09400-970,BENEDITO VOLANTE,(11)4827-4188,heatmec@heatmec.com.br,http://www.heatmec.com.br,Não,CNPJ   57291247000121   Pasta   10483   Nº Associação   Data de Fundação   03/04/1987   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
MOVIMENTAÇÃO E ARMAZENAGEM,HELEMÁQUINAS LTDA - ME,MINAS GERAIS,RIBEIRÃO DAS NEVES,RUA JOÃO CARLOS FILHO 68,,DISTRITO INDUSTRIAL,33880-270,HELBERT DOS SANTOS,(31)3627-0219,helemaquinas.oficial@gmail.com,http://www.helemaquinas.com.br,Não,CNPJ   02997850000131   Pasta   16156   Nº Associação   5683   Data de Fundação   23/02/1999   Data de Associação   30/09/2020   Data de Desligamento   21/09/2021   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
