product_name,company_name,address,phone_number,e_mail,website
INJECAO DE ZAMACK,TRAMONTINA ELETRIK S.A.,"RSC 470, 0 S/N / KM 230, Triangulo , Carlos Barbosa | 95185-000",(54) 34618200,alexandre.mocellin@tramontina.com; cristiano.veronese@tramontina.com,http://www.tramontina.com.br
INJECAO DE ZAMACK,BASE COMPONENTES INDUSTRIAIS LTDA,"R JULIO JOAO EBERLE, 421 , Santa Catarina , Caxias do Sul | 95030-765",(54) 30229600,financeiro@basehs.com.br,http://www.basecomponentes.com.br
INJECAO DE ZAMACK,FLORIAN & CIA LTDA,"R AMABILE CESAR VIAL, 142 , Jardim Eldorado , Caxias do Sul | 95059-040",(54) 3025-5481,carinacarbonara@florian.ind.br,http://www.florian.ind.br
INSTALACOES DE APARELHOS DE SOM P/VEIC.,PIRA SOM SOM ALARMES E ACESSORIOS LTDA,"R ALEXANDRE DE ANTONI, 1689 , UniversitÃ¡rio , Caxias do Sul | 95041-020",(54) 3221-1046,pirasomcaxias@hotmail.com,
INSTALACOES DE APARELHOS DE SOM P/VEIC.,RICARDO DOS SANTOS BATALHA,"JULIO DE CASTILHOS, 317 SALA 03, CinquentenÃ¡rio , Caxias do Sul | 95010-003",(54) 32284338,dp1@gmcontabilidade.cnt.br,http://www.aguiaautosom.com
INSTALACOES ELETRICAS,BADAN E MARTINS LTDA,"RIO BRANCO, 1630 LOJA B2, Rio Branco , Caxias do Sul | 95096-000",(54) 32268022,atm@admcaxias.com.br,
INSTALACOES E MONTAGENS DE ESTRUTURAS METALICAS,METALURGICA METAL NOBRE LTDA,"RUA BUARQUE DE MACEDO, 8300 , BORGHETTO , Garibaldi | 95720-000",(54) 34625884,,
INSTALACOES E MONTAGENS DE MAQUINAS,JMR MANUTENCAO INDUSTRIAL LTDA,"MANSUETO BERNARDI, 38 , CHAMPAGNE , Garibaldi | 95720-000",,,
INSTALACOES E MONTAGENS DE MAQUINAS,RODRIGO PERTILLE,"LUIZ GREGOLETTO, 215 PAVILHAO, ALFANDEGA , Garibaldi | 95720-000",(54) 34626128,,
INSTALACOES E MONTAGENS DE MAQUINAS,RRD TRANSPORTE E ASSISTENCIA TECNICA LTDA,"SANTO BORTOLINI, 778 APTO.01, Bela Vista , Caxias do Sul | 95076-087",(54) 30285433,,
INSTALACOES E MONTAGENS DE MAQUINAS,P & V MONTAGEM INDUSTRIAL LTDA,"MODESTO DIAS DOS SANTOS, 510 , Santa Catarina , Caxias do Sul | 95030-580",(54) 32114658,escritorioestilo@escritorioestilo.com.br,
INSTALACOES E MONTAGENS DE MAQUINAS,METALURGICA AGP LTDA,"VITORIO BATTISTI, 1020 , Jardim Eldorado , Caxias do Sul | 95059-500",(54) 32382133,,
INTERRUPTORES,LEGRAND BRASIL LTDA,"R GERSON ANDREIS 1.255, 1255 , Distrito Industrial , Caxias do Sul | 95112-130",(54) 21019999,br-spl-fiscal@legrand.com.br,http://www.legrand.com.br
INTERRUPTORES,LUMIBRAS COMPONENTES ELETRICOS LTDA. EM RECUPERACAO JUDICIAL,"RSC 470 - KM 223, 0 S/N / PREDIO B, IntegraÃ§Ã£o , Garibaldi | 95720-000",(54) 34639111,rh@lumibras.com.br; financeiro1@lumibras.com.br,http://www.lumibras.com.br
INTERRUPTORES,SOPRANO INDUSTRIA ELETROMETALURGICA LTDA,"RODOVIA ERS 122, 0 S/N / KM 61, Industrial , Farroupilha | 95180-000",(54) 21096000,flaviaperoni@soprano.com.br,http://www.soprano.com.br
INTERRUPTORES,TRAMONTINA ELETRIK S.A.,"RSC 470, 0 S/N / KM 230, Triangulo , Carlos Barbosa | 95185-000",(54) 34618200,alexandre.mocellin@tramontina.com; cristiano.veronese@tramontina.com,http://www.tramontina.com.br
INVERSORES,LOHR SISTEMAS ELETRONICOS LTDA.,"SANTO BORTOLINI, 378 , Bela Vista , Caxias do Sul | 95076-087",(54) 32188200,sinara@lohr.com.br,http://www.lohr.com.br
INVERSORES,CS INDUSTRIA ELETRONICA LTDA,"PEDRO FERRARI, 62 , Interlagos , Caxias do Sul | 95052-530",(54) 32388300,financeiro@cseletro.com.br,http://www.cseletro.com.br
JANELAS,ALFEU JOSE DE ALMEIDA,"R RUFINO LEITE RIBEIRO, 92 RESIDENCIAL MONDRIAN, Desvio Rizzo , Caxias do Sul | 95110-105",(54) 32242818,g.tusset@terra.com.br,
JANELAS,BAVARESCO ESQUADRIAS DE FERRO LTDA,"MARCELINO CHAMPAGNAT, 89 , Centro , VeranÃ³polis | 95330-000",(54) 34411106,,
JANELAS,CENDRON ESQUADRIAS DE ALUMINIO LTDA,"EST RS 359, 1313 , Centro , CotiporÃ£ | 95335-000",(54) 34461210,,http://www.esquadriascendron.com.br
JANELAS,CLEITON DOS SANTOS RIBAS,"NAIR DE GRANDI GAZZI, 128 Fundos, Marechal Floriano , Caxias do Sul | 95013-380",(54) 34190667,gmassessoriaempresarial@hotmail.com,
JANELAS,ELAINE APARECIDA VARELA DA SILVA LTDA,"ILDO ANTONIO BALDI, 22 , Ana Rech , Caxias do Sul | 95059-060",(54) 32294530,,
JANELAS,IVO A MENEGAS,"PROFÂª EMILIA DA SILVA BANDEIRA, 817 , Bela Vista , Caxias do Sul | 95072-380",(54) 32281612,,
JANELAS,METALURGICA MARIN LTDA,"RUA BASSANO, 50 , SÃ£o Roque , Farroupilha | 95180-000",(54) 32611288,,
JANELAS,PERGHER & NEHRING ESTRUTURAS METALICAS LTDA,"MANOEL PASQUAL, 851 , MONTE PASQUAL , Farroupilha | 95180-000",(54) 32689054,,
JANELAS,POLVIRAMA INDUSTRIA MECANICA LTDA,"MARCELO GIACOMONI, 302 , Forqueta , Caxias do Sul | 95115-970",(54) 32061551,,
JANELAS,PORTAL INDUSTRIA E COMERCIO LTDA,"GENERAL MALLET, 688 , Rio Branco , Caxias do Sul | 95099-190",(54) 32262140,,
JANELAS,REFILAR ESQUADRIAS EM ALUMINIO E SERVICOS LTDA,"PROFESSORA MARIA DAL CONTE, 1057 , SÃ£o JosÃ© , Flores da Cunha | 95270-000",(54) 996496257,,
JANELAS,SERRALHERIA VANSET LTDA,"LUDOVICO CAVINATO, 766 , Santa Catarina , Caxias do Sul | 95032-620",(54) 32113669,,
JANELAS,LG SERVICOS DE CALDEIRAS LTDA,"ANTONIO GARBIN, 167 PAVILHÃƒO 2, MAL FLORIANO , Caxias do Sul | 95013-175",(54) 3229-1876,pessoal@fedrizzicontabilidade.com.br,
JANELAS,RIBICKI METALURGICA LTDA,"EUCLIDES MOSSOLINI, 340 PREDIO II, INDUSTRIAL TAMANDARE , Garibaldi | 95720-000",(54) 34647262,lagobeto@terra.com.br,
JANELAS,QUALIFER ESTRUTURAS E ESQUADRIAS METALICAS LTDA,"BUARQUE DE MACEDO, 731 , ALFANDEGA , Garibaldi | 95720-000",(54) 34622737,,
JANELAS P/VEICULOS,CELESTE INDUSTRIA E COMERCIO DE PECAS LTDA,"CLEMENTE SCARTON, 215 , Pioneiro , Caxias do Sul | 95042-180",(54) 32041052,exportacao@grupoceleste.com.br,http://www.celeste.janelasautomotivas.com.br
JARRAS,MARTINAZZO INDUSTRIA E COMERCIO LTDA,"NATANO GIONGO, 410 , ALFANDEGA , Garibaldi | 95720-000",(54) 34649900,administrativo@martinazzo.com.br;financeiro@martinazzo.com.br; contato@martinazzo.com.br,http://www.martinazzo.com.br
JIPES,AGRALE SOCIEDADE ANONIMA,"BR-116, 15104 KM145, SÃ£o Ciro , Caxias do Sul | 95059-520",(54) 32388000,mpezzi@agrale.com.br; rvacari@agrale.com.br; sangeli@agrale.com.br,http://www.agrale.com.br
LAMPADAS DE LED,TRAMONTINA ELETRIK S.A.,"RSC 470, 0 S/N / KM 230, Triangulo , Carlos Barbosa | 95185-000",(54) 34618200,alexandre.mocellin@tramontina.com; cristiano.veronese@tramontina.com,http://www.tramontina.com.br
LAREIRAS,FUNILARIA PRATENSE LTDA,"AV. BORGES DE MEDEIROS, 1510 , Centro , Nova Prata | 95320-000",(54) 32421214,fpratense@terra.com.br,
LEITORA DE CARTAO MAGNETICO,IECO DESENVOLV E IND DE MAQUINAS E APARELHOS LTDA,"EST RS 122, 2407 KM 85,6, Pedancino , Caxias do Sul | 95115-550",(54) 32247900,michel@ieco.com.br,http://www.ieco.com.br
LETREIROS METALICOS,FRANCISCO ASTEROIDE SCHULZE,"HOMERO IVO FESTUGATO, 1031 , Planalto , Caxias do Sul | 95088-550",(54) 991122859,,
LETREIROS METALICOS,PARATI SUL MIDIA EXTERNA LTDA,"LUIZ MICHIELON, 2341 BLOCO C, N S DE LOURDES , Caxias do Sul | 95074-000",(54) 32283076,,
LETREIROS METALICOS,LORANDI COMUNICACAO VISUAL LTDA,"MANOEL PEDROTTI, 4700 , Diamantino , Caxias do Sul | 95055-074",(54) 32129999,brunolorandi@gmail.com,
LIXEIRAS,MAQUINAS SAZI LTDA,"RST 453, KM 117,8, 3850 , LINHA VICENTINA , Farroupilha | 95180-000",(54) 32619900,fgiovanella@sazi.com.br,http://www.sazi.com.br
LIXEIRAS,TRAMONTINA TEEC S/A.,"ROD. RST 470, KM 230, 0 S/N, Triangulo , Carlos Barbosa | 95185-000",(54) 34618700,giovane.capitani@tramontina.com,http://www.tramontina.com.br
LIXEIRAS,BASE COMPONENTES INDUSTRIAIS LTDA,"R JULIO JOAO EBERLE, 421 , Santa Catarina , Caxias do Sul | 95030-765",(54) 30229600,financeiro@basehs.com.br,http://www.basecomponentes.com.br
LIXEIRAS,MARTINAZZO INDUSTRIA E COMERCIO LTDA,"NATANO GIONGO, 410 , ALFANDEGA , Garibaldi | 95720-000",(54) 34649900,administrativo@martinazzo.com.br;financeiro@martinazzo.com.br; contato@martinazzo.com.br,http://www.martinazzo.com.br
LONAS PARA FREIOS,FRAS-LE SA,"122, 10945 KM 66,1, Forqueta , Caxias do Sul | 95115-550",(54) 32391833,valeria.neves@fras-le.com,http://www.fras-le.com.br
LONAS PARA FREIOS,DUROLINE INDUSTRIA E COMERCIO DE MATERIAIS DE FRICCAO LTDA,"GERSON ANDREIS, 366 , Desvio Rizzo , Caxias do Sul | 95112-130",(54) 21015020,deise.scirea@duroline.com.br,http://www.duroline.com.br
LUMINARIAS,FAEBER LATINO-AMERICA INDUSTRIA E COMERCIO DE PRODUTOS DE ILUMINACAO LTDA,"PROF LUIZ FACCHIN, 497 , SÃ£o JosÃ© , Caxias do Sul | 95043-660",(54) 32242040,,http://www.faeber.it
LUMINARIAS,IMATRON INDUSTRIA METALURGICA ELETRONICA LTDA,"GUERINO SANVITTO, 111 , Medianeira , Caxias do Sul | 95012-340",(54) 32251333,financeiro@imatron.com.br,http://www.imatron.com.br
LUMINARIAS,INTRAL SA INDUSTRIA DE MATERIAIS ELETRICOS,"RIO GRANDE, 130 , Kayser , Caxias do Sul | 95098-750",(54) 32091300,dpfolha@intral.com.br; recrutamento@intral.com.br,http://www.intral.com.br
LUMINARIAS,LEGRAND BRASIL LTDA,"R GERSON ANDREIS 1.255, 1255 , Distrito Industrial , Caxias do Sul | 95112-130",(54) 21019999,br-spl-fiscal@legrand.com.br,http://www.legrand.com.br
LUMINARIAS,TRAMONTINA ELETRIK S.A.,"RSC 470, 0 S/N / KM 230, Triangulo , Carlos Barbosa | 95185-000",(54) 34618200,alexandre.mocellin@tramontina.com; cristiano.veronese@tramontina.com,http://www.tramontina.com.br
LUMINARIAS,UTILUZ - TECNOLOGIA E SERVICOS LTDA,"PROF ATALIBA PAZ, 202 , Marechal Floriano , Caxias do Sul | 95013-100",(54) 32185200,utiluz@utiluz.comfinanceiro@utiluz.com,http://www.utiluz.com
LUMINARIAS DE EMBUTIR,FAEBER LATINO-AMERICA INDUSTRIA E COMERCIO DE PRODUTOS DE ILUMINACAO LTDA,"PROF LUIZ FACCHIN, 497 , SÃ£o JosÃ© , Caxias do Sul | 95043-660",(54) 32242040,,http://www.faeber.it
LUMINARIAS DE EMBUTIR,INTRAL SA INDUSTRIA DE MATERIAIS ELETRICOS,"RIO GRANDE, 130 , Kayser , Caxias do Sul | 95098-750",(54) 32091300,dpfolha@intral.com.br; recrutamento@intral.com.br,http://www.intral.com.br
LUMINARIAS DE LED,INTRAL SA INDUSTRIA DE MATERIAIS ELETRICOS,"RIO GRANDE, 130 , Kayser , Caxias do Sul | 95098-750",(54) 32091300,dpfolha@intral.com.br; recrutamento@intral.com.br,http://www.intral.com.br
LUMINARIAS DE MESA,FAEBER LATINO-AMERICA INDUSTRIA E COMERCIO DE PRODUTOS DE ILUMINACAO LTDA,"PROF LUIZ FACCHIN, 497 , SÃ£o JosÃ© , Caxias do Sul | 95043-660",(54) 32242040,,http://www.faeber.it
LUMINARIAS DE MESA,UTILUZ - TECNOLOGIA E SERVICOS LTDA,"PROF ATALIBA PAZ, 202 , Marechal Floriano , Caxias do Sul | 95013-100",(54) 32185200,utiluz@utiluz.comfinanceiro@utiluz.com,http://www.utiluz.com
MACACOS HIDRAULICOS,"VIAMARE COMERCIO,IMPORTACAO E EXPORTACAO LTDA","RUA ANGELO MURATORE, 54, 0 , De Lazzer , Caxias do Sul | 95055-110",,,
MACACOS MECANICOS,ZURLO IMPLEMENTOS RODOVIARIOS LTDA,"FRUTEIRAS, DAS, 477 , Santa FÃ© , Caxias do Sul | 95045-150",(54) 32098000,financeiro02@zurlo.com.br,http://www.zurlo.com.br
MACAS,RS-MED INDUSTRIA DE EQUIPAMENTOS INDUSTRIAIS E HOSPITALARES LTDA,"PRIMO GASTALDELLO, 757 FUNDOS, Ana Rech , Caxias do Sul | 95060-620",(54) 32282462,g.tusset@terra.com.br,
MACAS,SITMED EQUIPAMENTOS MEDICOS LTDA,"FELISBERTO PEREIRA DA SILVA, 550 , Nova Trento , Flores da Cunha | 95270-000",(54) 31968000,sitmed@sitmed.com.br,http://www.sitmed.com.br
MACAS,WMRS MOBILITY INDUSTRIA METALURGICA LTDA,"PADRE JOAO HUMBERTO SACHET, 995 , Santa Catarina , Garibaldi | 95032-280",(54) 32116307,wmgarcia@terra.com.br,
MACAS PANTOGRAFICAS,SITMED EQUIPAMENTOS MEDICOS LTDA,"FELISBERTO PEREIRA DA SILVA, 550 , Nova Trento , Flores da Cunha | 95270-000",(54) 31968000,sitmed@sitmed.com.br,http://www.sitmed.com.br
MACAS PANTOGRAFICAS,WMRS MOBILITY INDUSTRIA METALURGICA LTDA,"PADRE JOAO HUMBERTO SACHET, 995 , Santa Catarina , Garibaldi | 95032-280",(54) 32116307,wmgarcia@terra.com.br,
MACHADINHAS,TRAMONTINA GARIBALDI SA INDUSTRIA METALURGICA,"RUA TRAMONTINA, 600 , Centro , Garibaldi | 95720-000",(54) 34628000,felisberto.moraes@tramontina.com,http://www.tramontina.com.br
MANGUEIRAS PLASTICAS,TRAMONTINA MULTI S/A,"ROD. RST 470, KM 230, 0 S/N, Triangulo , Carlos Barbosa | 95185-000",(54) 34618250,idelmar.farneda@tramontina.com,http://www.tramontina.com.br
MANUTENCAO DE ALARMES,CLIMATIZA ELETRO MANUTENCAO DE AUTOMOVEIS LTDA,"R LUDOVICO CAVINATO, 1772 TERREO, SÃ£o JosÃ© , Caxias do Sul | 95032-475",(54) 32119577,climatiza@climatizacaxias.com.br,
MANUTENCAO DE AMORTECEDORES,IRMAOS FERRARINI LTDA,"RUBEN BENTO ALVES, 4233 , SÃ£o JosÃ© , Caxias do Sul | 95032-440",(54) 32241688,juliana@planocontabilidade.com.br,
MANUTENCAO DE APARELHOS DIGITAIS,LUJETEC EQUIPAMENTOS ELETRONICOS LTDA.,"AV RUBEM BENTO ALVES, 7891 , CinquentenÃ¡rio , Caxias do Sul | 95012-500",(54) 32262244,financeiro@lujetec.com.br,http://www.lujetec.com.br
MANUTENCAO DE APARELHOS ELETRONICOS,BENETTI ASSISTENCIA TECNICA LTDA,"R BORTOLO ZANI, 1363 , Bela Vista , Caxias do Sul | 95072-000",(54) 32228866,marivete@bmdaltec.com.br,http://www.bmdaltec.com.br
MANUTENCAO DE APARELHOS ELETRONICOS,INOVA SISTEMAS ELETRONICOS LTDA,"ANTONIO GOMES MACIEL, 144 , Kayser , Caxias do Sul | 95097-820",(54) 35358000,inova@inova.ind.br; jaqueline.ludwig@inova.ind.br; marcia.gressler@inova.ind.br,http://www.inova.ind.br
MANUTENCAO DE APARELHOS ELETRONICOS,JOSE ANTONIO DULLIUS,"IRMA ZAGO, 877 , Sagrada FamÃ­lia , Caxias do Sul | 95054-170",5481180205,tonidullius@gmail.com,
MANUTENCAO DE APARELHOS ELETRONICOS,LUJETEC EQUIPAMENTOS ELETRONICOS LTDA.,"AV RUBEM BENTO ALVES, 7891 , CinquentenÃ¡rio , Caxias do Sul | 95012-500",(54) 32262244,financeiro@lujetec.com.br,http://www.lujetec.com.br
MANUTENCAO DE APARELHOS ELETRONICOS,NOVATEC OFICINA ELETRONICA LTDA,"AV CARLOS GOMES, 502 , JARDIM DOS PLATANOS , SÃ£o Marcos | 95190-000",(54) 32912888,pessoal1@objetivacontabilidade.com.br; financeiro@novatecsm.com.br,
MANUTENCAO DE APARELHOS ELETRONICOS,TONIVAN ELETRICIDADE LTDA,"RUA CARLOS MANTOVANI, 439 , SÃ£o JosÃ© , Caxias do Sul | 95042-630",(54) 32119637,,
MANUTENCAO DE APARELHOS ELETRONICOS,CARISSIMI COMERCIO DE ELETRODOMESTICOS LTDA,"R ADELINO CRODA, 38 , Serrano , Caxias do Sul | 95059-320",(54) 3222-4636,pedro.carissimi@gmail.com,
MANUTENCAO DE APARELHOS ELETRONICOS P/MAQUINAS DE USINAGEM,LUJETEC EQUIPAMENTOS ELETRONICOS LTDA.,"AV RUBEM BENTO ALVES, 7891 , CinquentenÃ¡rio , Caxias do Sul | 95012-500",(54) 32262244,financeiro@lujetec.com.br,http://www.lujetec.com.br
MANUTENCAO DE APARELHOS ELETRONICOS P/MAQUINAS DE USINAGEM,MAGELB BOBINAGEM E MANUTENCAO LTDA,"RUBEM BENTO ALVES, 7758 , CinquentenÃ¡rio , Caxias do Sul | 95012-500",(54) 32261455,financeiro@magelb.com.br,http://www.magelb.com.br
MANUTENCAO DE APARELHOS P/ESTETICA,PAGANIN E CIA LTDA,"ANGELO MICHIELIN, 510 , UniversitÃ¡rio , Caxias do Sul | 95041-050",(54) 32095600,,http://www.tonederm.com.br
MANUTENCAO DE APARELHOS P/FISIOTERAPIA,PAGANIN E CIA LTDA,"ANGELO MICHIELIN, 510 , UniversitÃ¡rio , Caxias do Sul | 95041-050",(54) 32095600,,http://www.tonederm.com.br
MANUTENCAO DE APARELHOS P/PARQUE DIVERS.,TOS S INDUSTRIA MECANICA LTDA,"RUA JOSE MICHELON, 131, 0 , SÃ£o JosÃ© , Caxias do Sul | 95041-310",2242324,,
MANUTENCAO DE APARELHOS P/REFRIGERACAO,FROST FRIO REFRIGERACAO INDUSTRIAL SA,"HERMES FONTES, 365 , Santa FÃ© , Caxias do Sul | 95045-180",(54) 32208100,lisane.malfatti@guntner.com.br,http://http://www.guentner.com.br/
MANUTENCAO DE APARELHOS P/REFRIGERACAO,GILMARA LUCIA TORTELLI,"EST RS 122, 7860 KM 57,6, NOVA MILANO , Farroupilha | 95180-000",(54) 999588234,,
MANUTENCAO DE APARELHOS P/REFRIGERACAO,MATSUOKA AUTOMACAO INDUSTRIAL LTDA,"ANGELO ZULIAN SOBRINHO, 287 SALA A, SÃ£o Caetano , Caxias do Sul | 95095-020",(54) 991036153,,
MANUTENCAO DE APARELHOS P/REFRIGERACAO,MEBRAFE INSTALACOES E EQUIPAMENTOS FRIGORIFICOS LTDA,"JACOB LUCHESI, 4985 , Santa LÃºcia , Caxias do Sul | 95032-000",(54) 32247700,financeiro@mebrafe.com.br,http://www.mebrafe.com.br
MANUTENCAO DE APARELHOS P/REFRIGERACAO,P & V MONTAGEM INDUSTRIAL LTDA,"MODESTO DIAS DOS SANTOS, 510 , Santa Catarina , Caxias do Sul | 95030-580",(54) 32114658,escritorioestilo@escritorioestilo.com.br,
MANUTENCAO DE APARELHOS P/REFRIGERACAO,SULCOMPANY REFRIGERACAO LTDA,"RIVADAVIA AZAMBUJA GUIMARAES, 207 , Nossa Senhora da SaÃºde , Caxias do Sul | 95044-080",(54) 30277789,sulcompanya@gmail.com,
MANUTENCAO DE AQUECEDORES,CLIMATIZA ELETRO MANUTENCAO DE AUTOMOVEIS LTDA,"R LUDOVICO CAVINATO, 1772 TERREO, SÃ£o JosÃ© , Caxias do Sul | 95032-475",(54) 32119577,climatiza@climatizacaxias.com.br,
MANUTENCAO DE AR CONDICIONADO,MADA REFRIGERACAO E AR CONDICIONADO LTDA,"CIRILO RUZZARIN, 114 , PetrÃ³polis , Caxias do Sul | 95070-480",(54) 32298265,gilmar@madarefrigeracao.com.br;atendimento@madarefrigeracao.com.br,
MANUTENCAO DE AR CONDICIONADO VEICULOS,CLIMATIZA ELETRO MANUTENCAO DE AUTOMOVEIS LTDA,"R LUDOVICO CAVINATO, 1772 TERREO, SÃ£o JosÃ© , Caxias do Sul | 95032-475",(54) 32119577,climatiza@climatizacaxias.com.br,
MANUTENCAO DE AR CONDICIONADO VEICULOS,JA SERVICOS AUTOMOTIVOS LTDA,"LUIZ COVOLAN, 1465 , Santa Catarina , Caxias do Sul | 95034-230",(54) 30214544,ac.diare@gmail.com,http://www.diare.com.br
MANUTENCAO DE AR CONDICIONADO VEICULOS,MECANICA ROTTA LTDA,"VINTE DE SETEMBRO, 837 , Nossa Senhora de Lourdes , Caxias do Sul | 95020-450",(54) 32228677,paulo@mecanicarotta.com.br,http://www.mecanicarotta.com.br
MANUTENCAO DE BOMBAS AGUA,MAGELB BOBINAGEM E MANUTENCAO LTDA,"RUBEM BENTO ALVES, 7758 , CinquentenÃ¡rio , Caxias do Sul | 95012-500",(54) 32261455,financeiro@magelb.com.br,http://www.magelb.com.br
MANUTENCAO DE BOMBAS HIDRAULICAS,HYDROL INDUSTRIA E COMERCIO DE EQUIPAMENTOS HIDRAULICOS LTDA,"R EVARISTO DE ANTONI, 1516 , SÃ£o JosÃ© , Caxias do Sul | 95041-000",(54) 32244177,rh@hydrol.com.br;financeiro01@hydrol.com.br,http://www.hydrol.com.br
MANUTENCAO DE BOMBAS INJETORAS,EBF COMERCIO E RECUPERACAO DE BOMBAS INJETORAS LTDA,"SILVIO BIVAR SCHMITT, 709 , CentenÃ¡rio , Caxias do Sul | 95045-135",(54) 32274911,ebfbombas@gmail.com,
MANUTENCAO DE CARBURADORES,IRMAOS FERRARINI LTDA,"RUBEN BENTO ALVES, 4233 , SÃ£o JosÃ© , Caxias do Sul | 95032-440",(54) 32241688,juliana@planocontabilidade.com.br,
MANUTENCAO DE CILINDROS HIDRAULICOS,ENGEFREZA SERVICOS INDUSTRIAIS LTDA,"RUA ADELAR FACCIOLLI, 245 , Planalto , Caxias do Sul | 95070-010",(54) 32226388,,
MANUTENCAO DE CILINDROS HIDRAULICOS,HYDROL INDUSTRIA E COMERCIO DE EQUIPAMENTOS HIDRAULICOS LTDA,"R EVARISTO DE ANTONI, 1516 , SÃ£o JosÃ© , Caxias do Sul | 95041-000",(54) 32244177,rh@hydrol.com.br;financeiro01@hydrol.com.br,http://www.hydrol.com.br
MANUTENCAO DE COMPONENTES HIDRAULICOS,HYDROL INDUSTRIA E COMERCIO DE EQUIPAMENTOS HIDRAULICOS LTDA,"R EVARISTO DE ANTONI, 1516 , SÃ£o JosÃ© , Caxias do Sul | 95041-000",(54) 32244177,rh@hydrol.com.br;financeiro01@hydrol.com.br,http://www.hydrol.com.br
MANUTENCAO DE CONTAGIROS,TACOVEL TACOGRAFOS E VELOCIMETROS LTDA,"EST FEDERAL BR 116, 15670 KM 147, De Lazzer , Caxias do Sul | 95059-520",(54) 30253256,tiago@tacovelcaxias.com.br; elisandra@tacovelcaxias.com.br,http://http://www.tacovelcaxias.com.br/
MANUTENCAO DE DIRECAO HIDRAULICA,MECANICA ROTTA LTDA,"VINTE DE SETEMBRO, 837 , Nossa Senhora de Lourdes , Caxias do Sul | 95020-450",(54) 32228677,paulo@mecanicarotta.com.br,http://www.mecanicarotta.com.br
MANUTENCAO DE ELETRODOMESTICOS,ELETRO CAXIAS LTDA,"OS 18 DO FORTE, 1771 LOJA, Centro , Caxias do Sul | 95020-472",(54) 32218044,fd.caberlon@bol.com.br,
MANUTENCAO DE ELETRODOMESTICOS,NOVATEC OFICINA ELETRONICA LTDA,"AV CARLOS GOMES, 502 , JARDIM DOS PLATANOS , SÃ£o Marcos | 95190-000",(54) 32912888,pessoal1@objetivacontabilidade.com.br; financeiro@novatecsm.com.br,
MANUTENCAO DE ELETRODOMESTICOS,TONIVAN ELETRICIDADE LTDA,"RUA CARLOS MANTOVANI, 439 , SÃ£o JosÃ© , Caxias do Sul | 95042-630",(54) 32119637,,
MANUTENCAO DE ELETRODOMESTICOS,ALGO MAIS PECAS E ELETRODOMESTICOS LTDA,"R ANTONIO PRADO, 255 TERREO, EXPOSICAO , Caxias do Sul | 95080-140",(54) 3223-5959,aldo.algomaiseletro@gmail.com; neusa@contual.com.br,
MANUTENCAO DE ELEVADORES,TK ELEVADORES BRASIL LTDA,"MARECHAL FLORIANO, 1413 LOJA TERREA, Centro , Caxias do Sul | 95020-372",(54) 32177225,yasmin.schuch@tkelevator.com,http://www.thyssenkruppelevadores.com.br
MANUTENCAO DE EMBREAGENS E SUAS PARTES,MACHSI EMBREAGEM LTDA,"CLAUDINO JOSE COVOLAN, 273 , Marechal Floriano , Caxias do Sul | 95013-367",(54) 32011168,rh@comapo.com.br; leticiamarcarinii@gmail.com,
MANUTENCAO DE EMPILHADEIRAS,CORSO MECANICA DE EMPILHADEIRAS LTDA,"BOLIVAR PEDROTTI MELGARE (LOT JD ESMERALDA), 121 , Interlagos , Caxias do Sul | 95052-100",(54) 32291252,financeiro@corsoempilhadeiras.com.br,http://www.corsoempilhadeiras.com.br
MANUTENCAO DE EMPILHADEIRAS,HC EMPILHADEIRAS LTDA.,"RUBEM BENTO ALVES, 4575 TERREO;, Santa Catarina , Caxias do Sul | 95032-440",(54) 3021-7633,rosana@hcempilhadeiras.com.br,
MANUTENCAO DE EMPILHADEIRAS,SALVATRAT - MECANICA DE TRATORES LTDA,"ANGELO TELLI, 86 , Mariland , Caxias do Sul | 95057-290",(54) 32292217,salvatrat@terra.com.br,
MANUTENCAO DE EMPILHADEIRAS,TOMAZINI PECAS E MANUTENCAO DE EMPILHADEIRAS LTDA,"GRACIEMA FORMOLO, 312 , Sagrada FamÃ­lia , Caxias do Sul | 95054-150",(54) 32292121,rosangela@tomaziniempilhadeiras.com.br,http://www.tomaziniempilhadeiras.com.br
MANUTENCAO DE EMPILHADEIRAS,TOP-MAQ PECAS E SERVICOS PARA EMPILHADEIRAS LTDA,"DES. JOSE BERNARDO MEDEIROS JR, 1390 , LAZZER , Caxias do Sul | 95055-570",(54) 32179681,topmaq@topmaqempilhadeiras.com.br,
MANUTENCAO DE EQUIPAMENTOS ELETR. INDS.,ALFATRONIC INDUSTRIA E COMERCIO DE AUTOMACAO LTDA,"RUBEN BENTO ALVES, 5247 , Santa Catarina , Caxias do Sul | 95030-325",(54) 32111777,financeiro@alfatronic.com.br,http://www.alfatronicautomacao.com.br
MANUTENCAO DE EQUIPAMENTOS ELETR. INDS.,SITA - AUTOMACAO MANUTENCAO E TECNICAS ELETRO MECANICA LTDA,"DANTE FRANCISCO ZATERA, 334 , Desvio Rizzo , Caxias do Sul | 95112-270",(54) 30256503,sitaautomacao@gmail.com.br,
MANUTENCAO DE EQUIPAMENTOS HOSPITALARES,WMRS MOBILITY INDUSTRIA METALURGICA LTDA,"PADRE JOAO HUMBERTO SACHET, 995 , Santa Catarina , Garibaldi | 95032-280",(54) 32116307,wmgarcia@terra.com.br,
