Industrial_Sector,Company,State,City,Address,Complement,Neighborhood,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid,Extra_Info
GRÁFICO,BERCAP INDÚSTRIA MECÂNICA LTDA.,SÃO PAULO,SÃO PAULO,AVENIDA PAES DE BARROS 3257,FUNDOS,VILA PRUDENTE,03115-001,GERSON ROSA KUCMUS,(11)2274-0082,bercap@terra.com.br,http://www.bercap.com.br,Não,CNPJ   61305447000163   Pasta   1806   Nº Associação   0   Data de Fundação   01/01/1990   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,BETORI INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA.,RIO GRANDE DO SUL,ALVORADA,RUA SALGADO FILHO 79,,SUMARÉ,94820-450,ORIVALDO DA ROSA,(51)3483-3122,betori@betori.com.br,http://www.betori.com.br,Não,CNPJ   92310655000184   Pasta   4345   Nº Associação   0   Data de Fundação   02/08/1988   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,BORROZ INDÚSTRIA E COMÉRCIO DE BORRACHAS LTDA. EPP,SANTA CATARINA,JARAGUÁ DO SUL,RUA JOÃO ROPELATTO 280,,NEREU RAMOS,89265-520,JOSÉ CARLOS VOELZ,(47)3371-8578,lilian@borroz.com.br,http://www.borroz.com.br,Não,CNPJ   00473273000153   Pasta   11787   Nº Associação   Data de Fundação   10/03/1995   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,BURTIN MÁQUINAS E EQUIPAMENTOS LTDA - EPP,SÃO PAULO,SÃO PAULO,RUA HANNA ABDUCH 212,,VILA PALMEIRA,02726-020,ALEX PONTIN MENEZES,(11)4305-0512,vendas@burtin.com.br,http://www.burtin.com.br,Não,CNPJ   13055935000117   Pasta   15658   Nº Associação   Data de Fundação   16/12/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,C F S COMÉRCIO DE MÁQUINAS LTDA.-ME,PARANÁ,PINHAIS,RUA WANDA DOS SANTOS MULLMANN 1185,,VILA TARUM,83323-123,FLORINDA FERREIRA,(41)3557-5140,maqpel@maqpel.ind.br,http://www.maqpel.ind.br,Não,CNPJ   04622309000174   Pasta   14193   Nº Associação   Data de Fundação   16/08/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,CALVALTEC MANUTENÇÕES LTDA - ME,RIO GRANDE DO SUL,BENTO GONÇALVES,RUA MARIO TALVINO POLETTO 460,,FENAVINHO,95700-000,ALAN DA COSTA,(54)3451-4631,vendas@calvaltecmaquinas.com.br,http://www.calvaltecmaquinas.com.br,Não,CNPJ   23347574000136   Pasta   16712   Nº Associação   5210   Data de Fundação   25/09/2015   Data de Associação   01/02/2018   Data de Desligamento   13/10/2020   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,CEPAMAQUE IND E COM DE MÁQS DE LIMPEZA DE CILINDROS GRÁFICOS LTDA. ME,SÃO PAULO,GUARULHOS,RUA RIO DE JANEIRO 418,,CIDADE BRASIL,07052-230,MAURO RICE,(11)2409-7358,comlcepamaque@uol.com.br,http://www.cepamaque.com.br,Não,CNPJ   05008004000130   Pasta   10397   Nº Associação   Data de Fundação   17/04/2002   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
GRÁFICO,CETRON INDÚSTRIA DE CONTROLES AUTOMÁTICOS LTDA.-EPP,SÃO PAULO,VALINHOS,RUA JOÃO LANDO NETO 86,,CHACARÁ SÃO BENTO,13278-075,ANTÔNIO CARLOS CAPOVILLA,(19)3881-2276,cetron@uol.com.br,https://cetron.wixsite.com/inicio,Não,CNPJ   54257027000193   Pasta   5433   Nº Associação   0   Data de Fundação   01/04/1985   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,CGB INDÚSTRIA E COMÉRCIO DE COMPONENTES INDUSTRIAIS LTDA.,PARANÁ,MANDIRITUBA,RUA JOSÉ ROCHA MAGALHÃES 395/397,,AREIA BRANCA DOS ASSIS,83810-000,CARLOS BOSTELMANN JUNIOR,(41)3633-1008,vendas@phenixmaquinas.com.br,http://www.phenixmaquinas.com.br,Não,CNPJ   12760505000133   Pasta   12106   Nº Associação   Data de Fundação   27/10/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,CILINFLEX MÁQUINAS E EQUIPAMENTOS PARA FLEXOGRAFIA EIRELI-ME,SÃO PAULO,DIADEMA,RUA IPOA 241,GALPÃO 01,INAMAR,09970-290,ISRAEL DAMASCENO BEZERRA,(11)5622-4325,adm@cilinflex.com.br,http://www.cilinflex.com.br,Não,CNPJ   02881814000108   Pasta   15054   Nº Associação   Data de Fundação   26/10/1998   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,CILINGRAF CILINDROS PARA IMPRESSÕES LTDA,SÃO PAULO,SÃO PAULO,RUA CARLOS FACCHINA 1281,,AMERICANÓPOLIS,04427-020,ADRIANA ALMEIDA,(11)5621-4258,adm@cilingraf.com.br,http://www.cilingraf.com.br,Não,CNPJ   10238613000115   Pasta   12925   Nº Associação   Data de Fundação   23/06/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,CLIEVER INDÚSTRIA E COMÉRCIO DE PRODUTOS TECNOLOGICOS S.A.,MINAS GERAIS,BELO HORIZONTE,RUA DAS CANOAS 970,,ESTRELA DO ORIENTE,30580-040,RODRIGO KRUG,(31)3665-9145,contato@cliever.com.br,http://www.cliever.com,Não,CNPJ   15176668000161   Pasta   15547   Nº Associação   Data de Fundação   28/02/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
GRÁFICO,CODATEC SISTEMAS LTDA.-ME,SÃO PAULO,SÃO PAULO,AVENIDA EULINA 37,,JARDIM PRIMAVERA,02755-140,ALMIR PEREIRA DA SILVA,(11)3931-8322,codatec@codatec.com.br,http://www.codatec.com.br,Não,CNPJ   05414616000122   Pasta   11667   Nº Associação   4181   Data de Fundação   28/11/2002   Data de Associação   10/02/2011   Data de Desligamento   06/03/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,CODMARC-CODIFICADORES PARA MARCAÇÃO-COMÉRCIO E SERVIÇOS LTDA.-ME,SÃO PAULO,SÃO PAULO,RUA DÉBORA PASCHOAL 363,,JARDIM LOURDES,04328-030,EDER OLIVEIRA,(11)5021-4893,codmarc@codmarc.com.br,http://www.codmarc.com.br,Não,CNPJ   05494423000129   Pasta   10826   Nº Associação   Data de Fundação   02/10/2002   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
GRÁFICO,CONCILFLEX IND.COM.DE MAQ.P/LIMP.DE PEÇS.DE FLEX.E ROTOGRAVURA LTDA.ME,SÃO PAULO,GUARULHOS,RUA RIO DE JANEIRO 418,,CIDADE BRASIL,07052-230,MAURÍCIO SÉRGIO RICI,(11)2409-7358,comlcepamaque@uol.com.br,http://www.conciflex.com.br,Não,CNPJ   20855121000122   Pasta   16786   Nº Associação   5238   Data de Fundação   18/08/2014   Data de Associação   12/04/2018   Data de Desligamento   22/03/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,CWC INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS LTDA. – EPP,SÃO PAULO,BOM JESUS DOS PERDÕES,AVENIDA MARGINAL DOM PEDRO I 1035,BOM JESUS DOS PERDÕES,SANTOS DUMMONT,12955-000,MÁRCIO A. CAMPOS,(11)4891-1700,cwc@cwcequipamentos.com.br,http://www.cwcequipamentos.com.br,Não,CNPJ   11229394000170   Pasta   16454   Nº Associação   Data de Fundação   14/08/2009   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,D.R.A MAQ-MANUTENCÃO E COM. DE MÁQS E EQUIPS ELET. LTDA.ME,SANTA CATARINA,JARAGUÁ DO SUL,RUA WILLY GUNTHER 480,,RIO CERRO,89261-010,RIVELINO DA SILVA,(47)3374-2359,dramaq@dramaq.com.br,http://www.dramaq.com.br,Não,CNPJ   18555708000174   Pasta   19810   Nº Associação   Data de Fundação   19/07/2013   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,DAFFERNER S/A.MÁQUINAS GRÁFICAS,SÃO PAULO,SÃO PAULO,RUA ITURAMA 189,,PARI,03035-010,JULIO CASTRO,(11)2291-8355,maquinas@catu.ind.br,http://www.catu.ind.br,Não,CNPJ   61074332000105   Pasta   34   Nº Associação   1487   Data de Fundação   08/07/1966   Data de Associação   09/05/1986   Data de Desligamento   25/04/1991   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,DATEC AUTOMAÇÃO E SOLUÇÕES INDUSTRIAIS LTDA. ME,SANTA CATARINA,CHAPECÓ,RUA CUBA 608-E,,LÍDER,89805-225,GILBERTO INÁCIO DICK,(49)3323-3122,datec@datec.ind.br,http://www.datec.ind.br,Não,CNPJ   14790897000109   Pasta   19755   Nº Associação   Data de Fundação   21/12/2011   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
GRÁFICO,DÁVILA INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA. ME,SÃO PAULO,SÃO PAULO,RUA JOSÉ JULIO BURGAIN 149,,JARDIM ANGELA,03985-090,ODETE MARQUES DÁVILA,(11)2211-8671,davila@davilatextil.com.br,http://www.davilatextil.com.br/,Não,CNPJ   56950207000181   Pasta   12578   Nº Associação   Data de Fundação   19/12/1986   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,DELLMARCK INDÚSTRIA E COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS LTDA.,SÃO PAULO,SÃO PAULO,RUA SIZENANDO NABUCO 19,,PARQUE SAVOY CITY,03571-060,ROSANGELA BONIFÁCIO DE MARCO,(11)2254-5520,contato@acopladeira.com.br,http://www.acopladeira.com.br,Não,CNPJ   11161870000169   Pasta   17240   Nº Associação   Data de Fundação   13/08/2009   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,DOCFINISH DO BRASIL LTDA.EPP,ESPÍRITO SANTO,SERRA,RUA JUSCELINO KUBITSCHEK 2,GALPÃO C,JARDIM LIMOEIRO,29164-142,HELIO PANTOJA MENDES,(27)3318-8000,docfinish@terra.com.br,http://www.docfinish.com.br,Não,CNPJ   04521279000100   Pasta   12350   Nº Associação   Data de Fundação   22/06/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,DORIGON INDÚSTRIA E COMÉRCIO DE MÁQUINAS E EQUIPAMENTOS LTDA - ME,SÃO PAULO,SÃO PAULO,RUA TIMBALES 48,GALPÃO 01,JARDIM NOSSA SENHORA DO CARMO,08275-290,BRUNA PINEDA,(11)2254-4695,dorigongp@gmail.com,http://www.dorigondobrasil.com.br,Não,CNPJ   07285512000190   Pasta   15278   Nº Associação   Data de Fundação   14/03/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,ECONOLITE INSTALAÇÕES ELÉTRICAS LTDA,SÃO PAULO,SÃO PAULO,RUA DOM MARCOS TEIXEIRA 29,,IPIRANGA,04210-020,ULYSSES GUIMARÃES NETO,(11)2276-8235,cliente@econolite.com.br,http://www.econolite.com.br,Não,CNPJ   50594241000184   Pasta   13382   Nº Associação   Data de Fundação   15/08/1978   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,ELGIN HDB REFRIGERAÇÃO LTDA,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,RODOVIA PRESIDENTE DUTRA S/Nº,"KM 134,3",CAPÃO GROSSO,12247-004,RAFAEL FEDER,(12)3901-0600,elgin@elgin.com.br,https://www.elgin.com.br,Não,CNPJ   60179488000198   Pasta   13505   Nº Associação   Data de Fundação   23/06/1972   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,ENG-PELL INDÚSTRIA E COMÉRCIO LTDA,SÃO PAULO,SÃO PAULO,AVENIDA ANTÔNIO LOUZADA ANTUNES 455,LOTES 09 E 10 QUADRA14,JARDIM PEDRO JOSÉ NUNES,08061-000,ROGÉRIO DE OLIVEIRA CHAVES,(11)2030-2579,contato@engpellmaquinas.com.br,http://www.engpell.com.br,Não,CNPJ   01339732000173   Pasta   12441   Nº Associação   5074   Data de Fundação   24/07/1996   Data de Associação   02/02/2017   Data de Desligamento   29/11/2017   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,EQUIMAFER MÁQUINAS E FERRAMENTAS LTDA. - EPP,SANTA CATARINA,BLUMENAU,RUA DOUTOR PEDRO ZIMMERMANN 5376,,ITOUPAVA CENTRAL,89068-000,OLIVER M. SILVA,(47)3337-2777,equimafer@equimafer.ind.br,http://www.equimafer.ind.br,Não,CNPJ   00850622000109   Pasta   5099   Nº Associação   0   Data de Fundação   26/09/1995   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,ESTAMPAR INDÚSTRIA E COMÉRCIO DE MATRIZES LTDA. - EPP,PARANÁ,LONDRINA,AVENIDA BRASILIA 9255,KM 144 LOTE 2-A,GLEBA LINDÓIA,86031-770,SANDRO CARDOSO CUNHA,(43)3325-5624,estampar@estampar.com.br,http://www.estampar.com.br,Não,CNPJ   75737791000136   Pasta   5232   Nº Associação   0   Data de Fundação   01/09/1974   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,ETIRAMA INDÚSTRIA DE MÁQUINAS LTDA.,SÃO PAULO,SOROCABA,RUA ANUAR DEQUECH 350,GALPÕES 02 E 04 - CONDOMÍNIO GRUPPO EMPRESARIAL,IPORANGA,18087-157,RONNIE SCHROTER,(15)3238-7700,etirama@etirama.com.br,http://www.etirama.com.br,Não,CNPJ   01400742000177   Pasta   4927   Nº Associação   3123   Data de Fundação   23/08/1996   Data de Associação   25/10/2007   Data de Desligamento   24/04/2018   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,EXCENTRIX INDÚSTRIA E COMÉRCIO LTDA - EPP,SÃO PAULO,SÃO PAULO,AVENIDA ALBERTO RAMOS 660,,JARDIM INDEPENDÊNCIA,03222-000,JOÃO BELMIRO,(11)2062-9403,excentrix@uol.com.br,http://www.excentrix.com.br,Não,CNPJ   01676184000177   Pasta   15777   Nº Associação   Data de Fundação   27/02/1997   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,F. L. MOSSMANN & CIA. LTDA – ME.,RIO GRANDE DO SUL,CAMPO BOM,AVENIDA BAHIA 1398,,IMIGRANTE,93700-000,FERNANDO LUIS MOSSMANN,(51)3597-3746,flmossmann@flmossmann.com.br,http://www.flmossmann.com.br,Não,CNPJ   05864664000112   Pasta   15427   Nº Associação   Data de Fundação   26/08/2003   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,F. USEMAQ COMÉRCIO E REFORMAS DE MÁQUINAS LTDA. ME,SÃO PAULO,SÃO PAULO,RUA FLOR DO BABADO 11,LETRA A,PARQUE GUARANI,08235-280,JOSÉ FELIPE CHAVES,(11)2054-0634,f.usemaq@uol.com.br,http://www.fusemaq.com.br,Não,CNPJ   08002246000104   Pasta   14316   Nº Associação   Data de Fundação   05/05/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FABIO FABIANO - MÁQUINAS - EIRELI EPP,PARANÁ,CASCAVEL,RODOVIA PR 180 VIA MARGINAL 39,,INTERLAGOS,85820-035,FABIO FABIANO,(45)3228-1159,contato@ffamaquinas.com.br,https://www.ffamaquinas.com.br/,Não,CNPJ   22722302000106   Pasta   18603   Nº Associação   Data de Fundação   25/06/2015   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FÁBRICA DE MÁQUINAS J F E LTDA.ME,SÃO PAULO,JAÚ,RUA ELIAS LETAIF 335,,CHÁCARA FLORA,17204-600,FLAVIO JOSE MOMESSO,(14)3622-9560,jfe@maquinasjfe.com.br,http://www.maquinasjfe.com.br,Não,CNPJ   73164949000109   Pasta   13928   Nº Associação   Data de Fundação   13/12/1993   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FELIPE DA CUNHA - ME,SANTA CATARINA,ARAQUARI,RUA JOÃO PEREIRA 80,,PORTO GRANDE,89245-000,FELIPE DA CUNHA,(47)3429-5688,contato@iceq.com.br,http://www.iceq.com.br,Não,CNPJ   19113637000112   Pasta   17498   Nº Associação   Data de Fundação   18/10/2013   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FINIX TECNOLOGIA INDUSTRIAL EIRELI - EPP,SÃO PAULO,CERQUILHO,AVENIDA ANTÔNIO BETTINI 311,GALPÃO 2,DISTRITO INDUSTRIAL,18520-000,ELIZANGELA DA SILVA DURAN,(15)3385-1300,financeiro@finix.com.br,http://www.finix.com.br,Não,CNPJ   12731668000198   Pasta   14132   Nº Associação   Data de Fundação   20/10/2010   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FIRMAK MÁQUINAS LTDA. ME,SÃO PAULO,MAIRIPORÃ,RUA DAS TULIPAS 23,,TERRA PRETA,07600-000,FERNANDO CHARLES DA SILVA,(11)93082-2711,sac@firmak.com.br,http://www.firmak.com.br,Não,CNPJ   29188627000108   Pasta   19480   Nº Associação   Data de Fundação   01/12/2017   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FLEXBRAS ELETRÔNICA LTDA. ME,SÃO PAULO,SOROCABA,RUA ITAVUVU 11777,SALA TL 11,PARQUE TECNOLÓGICO DE SOROCABA,18076-005,RONALDO ROLEDO,(15)3033-2657,ronaldo@flexbras.com.br,https://flexbras-impressoras-3d.negocio.site/,Não,CNPJ   20151278000177   Pasta   16526   Nº Associação   Data de Fundação   28/04/2014   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
GRÁFICO,FLEXO ONE INDUSTRIAL LTDA,PARANÁ,CAMPO LARGO,RUA VISCONDE DE NACAR 80,,OURO VERDE,83606-380,JONATHAN LOUIS DOS SANTOS,(41)3399-3621,contato@flexoone.com.br,http://www.flexoone.com.br,Não,CNPJ   18394870000158   Pasta   16388   Nº Associação   Data de Fundação   18/06/2013   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
GRÁFICO,FLEXOGRÁFICA INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS GRÁFICOS LTDA. EPP,SÃO PAULO,SÃO PAULO,RUA SÃO JOÃO DA BOCAINA 60,,CHÁCARA MAFALDA,03373-100,NEIVA DE CÁSSIA,(11)2910-7288,contato@reflexomaquinas.com.br,http://www.flexografica.com.br,Não,CNPJ   04524848000170   Pasta   12072   Nº Associação   Data de Fundação   26/06/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FLEXOLINEA INDUSTRIAL LTDA - ME,PARANÁ,PINHAIS,RUA CRUZEIRO DO SUL 857,,EMILIANO PERNETA,83324-423,JORGE MARCELO PEREIRA,(41)3653-2979,flexolinea@flexolinea.com.br,http://www.flexolinea.com.br,Não,CNPJ   13939865000160   Pasta   15211   Nº Associação   3857   Data de Fundação   29/06/2011   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FLOCK COLOR INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA.,SÃO PAULO,GUARULHOS,RUA DONA ANTÔNIA 208,,VILA AUGUSTA,07021-000,CÉLIA M. YSHI,(11)2409-7281,flock@flockcolor.com.br,http://www.flockcolor.com.br,Não,CNPJ   59124024000103   Pasta   3144   Nº Associação   0   Data de Fundação   01/01/1990   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FR TEC.IND. E COM. DE EQUIPS PARA USO IND.MAN.E SERV.GRÁFICOS LTDA.ME,SÃO PAULO,SÃO PAULO,RUA SOUSA FILHO 429,,FREGUESIA DO Ó,02911-060,FRANCISCO CARLOS FERNANDES,(11)3599-4228,atendimento@frtecnologia.com.br,http://www.frtecnologia.com.br,Não,CNPJ   04767907000131   Pasta   17988   Nº Associação   Data de Fundação   03/10/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FRAGMAQ INDÚSTRIA DE MÁQUINA LTDA.,SÃO PAULO,DIADEMA,RUA JOSÉ BONIFÁCIO 1925,,SERRARIA,09980-150,HELIO MAKOTO HATISUKA,(11)4056-8057,vendas@grupofragmaq.com.br,http://www.fragmaq.com.br,Não,CNPJ   44031631000143   Pasta   2507   Nº Associação   0   Data de Fundação   01/01/1990   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,FUTURA AMÉRICA LATINA INDÚSTRIA E COMÉRCIO DE MÁQUINAS LTDA.,SANTA CATARINA,JOINVILLE,RUA DONA FRANCISCA 8300,BLOCO 10 MOD.A,DISTRITO INDUSTRIAL,89239-270,LEONISSE SASSE,(47)3043-5858,administrativo@futurajoi.com.br,http://www.futuraconverting.com,Não,CNPJ   10597994000129   Pasta   15752   Nº Associação   4841   Data de Fundação   28/01/2009   Data de Associação   23/04/2015   Data de Desligamento   22/03/2019   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GAZELA INDÚSTRIA E COMÉRCIO LTDA.EPP,MINAS GERAIS,DIVINÓPOLIS,RUA WILSON SANTOS 801,,CENTRO INDUSTRIAL,35502-286,ANTÔNIO CARLOS PEREIRA DE OLIVEIRA,(37)3214-1366,gazela@gazela.com.br,http://www.gazela.com.br,Não,CNPJ   20154118000181   Pasta   1790   Nº Associação   0   Data de Fundação   01/07/1968   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GEASA INDÚSTRIA COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA.,SÃO PAULO,VINHEDO,AVENIDA SALVADOR ROTELLA 638,JARDIM TREVISAN II,RESIDENCIAL FLORA,13280-156,WALTER HANISCH,(19)3886-2020,geasa@geasa.com.br,http://www.geasa.com.br,Não,CNPJ   04413618000134   Pasta   13188   Nº Associação   Data de Fundação   25/04/2001   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GENNARI INDÚSTRIA E COMÉRCIO DE MÁQUINAS INDUSTRIAIS LTDA-EPP,SÃO PAULO,DIADEMA,RUA JOÃO DE ALMEIDA 322,,VILA IDA,09920-140,ROQUE RAVENA GENNARI,(11)4044-5717,gennari@gennarimaq.com.br,http://www.gennarimaq.com.br,Não,CNPJ   07333240000157   Pasta   11549   Nº Associação   Data de Fundação   07/04/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GEOMAK INDÚSTRIA DE MÁQUINAS LTDA. - ME,PARANÁ,LONDRINA,AVENIDA PORTUGAL 738,,JARDIM IGAPÓ,86046-010,GEOVANI COSTA ABREU,(43)3304-2646,contato@geomak.com.br,http://www.geomak.com.br,Não,CNPJ   10473165000134   Pasta   13339   Nº Associação   Data de Fundação   05/11/2008   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GERMETEC UV & IR TECNOLOGIA LTDA.,RIO DE JANEIRO,RIO DE JANEIRO,RUA MATINORÉ 227,,JACAREÍ,20975-100,DENYS FREDERICK KISCH,(21)2261-9244,contato@germetec.com.br,http://www.germetec.com.br,Não,CNPJ   42458612000172   Pasta   2394   Nº Associação   2611   Data de Fundação   13/05/1975   Data de Associação   13/10/1994   Data de Desligamento   06/03/2012   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GGP INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS LTDA. ME,MINAS GERAIS,DIVINÓPOLIS,RUA WILSON SANTOS 801,,DISTRITO INDL. CORONEL JOVELINO RABELO,35502-286,GUILHERME TEIXEIRA GOMES,(37)3214-1366,vendas@gazela.com.br,http://www.gazela.com.br,Não,CNPJ   27088561000140   Pasta   19593   Nº Associação   Data de Fundação   12/02/2017   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GILMAQ INDÚSTRIA DE MÁQUINAS LTDA,RIO GRANDE DO SUL,NOVO HAMBURGO,RUA JOAQUIM OLIVEIRA 117,,CANUDOS,93546-220,JOSINEI CORREA,(51)3595-0553,gilmaq@gilmaq-silk.com.br,http://www.gilmaq-silk.com.br,Não,CNPJ   01041412000132   Pasta   10824   Nº Associação   Data de Fundação   07/02/1996   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GLAUMAQ INDÚSTRIA E COMÉRCIO DE PEÇAS LTDA. - ME,SÃO PAULO,SÃO PAULO,RUA AUGUSTO ANTUNES 604,LOTE 08,ERMELINO MATARAZZO,08051-370,MARIA APARECIDA DA SILVA MELO,(11)2041-8540,glaumaq@glaumaqmaquinas.com.br,http://www.glaumaqmaquinas.com.br,Não,CNPJ   01812109000196   Pasta   13217   Nº Associação   Data de Fundação   09/05/1997   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GOLPACK INDUSTRIA E COMERCIO DE MAQUINAS EIRELI,SÃO PAULO,SÃO BERNARDO DO CAMPO,RUA VINTE E QUATRO DE FEVEREIRO 67,,JARDIM OLAVO BILAC,09725-820,RENATO NÓRIO FUKUHA,(11)4330-8020,golpack@golpack.com.br,http://www.golpack.com.br,Não,CNPJ   05565085000179   Pasta   5485   Nº Associação   0   Data de Fundação   14/02/2003   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GRANAI GRANAI E GRANAI IMPORTAÇÃO E EXPORTAÇÃO LTDA.-EPP,SÃO PAULO,MACATUBA,RUA MATO GROSSO 938,,DISTRITO INDUSTRIAL,17290-000,MAICO GRANAI,(14)3298-1433,atendimento@industriamakpel.com.br,http://www.industriamakpel.com.br,Não,CNPJ   07306534000190   Pasta   10969   Nº Associação   Data de Fundação   30/03/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GTMAX TECNOLOGIA EM ELETRONICA LTDA.EPP,SÃO PAULO,AMERICANA,RUA DO TECELÃO 459,,JARDIM WERNER PLAAS,13478-721,THAIS COELHO,(19)3621-7427,vendas@gtmax.com.br,https://www.gtmax3d.com.br/,Não,CNPJ   07483598000166   Pasta   18374   Nº Associação   Data de Fundação   01/06/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
GRÁFICO,GUSTAVO FERREIRA DA SILVA. ME,SÃO PAULO,MIRASSOL,RUA 13 DE MAIO 2840,,CENTRO,15130-000,GUSTAVO FERREIRA DA SILVA,(17)2122-1209,contato@allmach.com.br,http://www.allmach.com.br,Não,CNPJ   08050539000167   Pasta   19388   Nº Associação   Data de Fundação   08/05/2006   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Não
GRÁFICO,GW-FLEXO MÁQUINAS LTDA,SÃO PAULO,SÃO PAULO,RUA ALMIRANTE ALEXANDRINO 247,,VILA INVERNADA,03350-010,FERNANDO DIAS FERNANDES,(11)2084-9661,fernando@gwflexo.com.br,http://www.gwflexo.com.br,Não,CNPJ   07614188000107   Pasta   12841   Nº Associação   Data de Fundação   12/09/2005   Tipo de CNPJ   Matriz   Afiliado ao Sindimaq   Sim
